ds,residuals
2023-06-06,-6721.998562112225
2023-06-07,3111.750419343043
2023-06-08,-8476.812191771067
2023-06-09,-5723.097149122423
2023-06-10,-6164.909699659813
2023-06-11,-10628.920488621206
2023-06-12,-7862.6262658071555
2023-06-13,-6869.684907745843
2023-06-14,-4676.61435627989
2023-06-15,-6326.222330652778
2023-06-16,29114.276869252033
2023-06-17,-8181.268750849831
2023-06-18,-17128.031178810532
2023-06-19,2899.2334671548415
2023-06-20,13757.02193088373
2023-06-21,9737.99518761805
2023-06-22,-1091.7734450849894
2023-06-23,-5175.568266438997
2023-06-24,-1254.2009047263455
2023-06-25,-10267.322162171793
2023-06-26,1070.6131680917097
2023-06-27,-98.20051623980908
2023-06-28,-1231.8943937212207
2023-06-29,-5075.409474214866
2023-06-30,-14616.693217950582
2023-07-01,2351.9067901814124
2023-07-02,-16714.38848886256
2023-07-03,15592.200214063792
2023-07-04,2337.7590154098034
2023-07-05,-470.69422116746864
2023-07-06,1570.6237539060276
2023-07-07,-12271.503582680532
2023-07-08,-8666.063153823365
2023-07-09,-11368.958075787159
2023-07-10,3226.038042626351
2023-07-11,9824.392745273322
2023-07-12,23308.006889347984
2023-07-13,8753.477860070812
2023-07-14,-3541.8417023862603
2023-07-15,-4199.195786383123
2023-07-16,-16166.370645478104
2023-07-17,8480.028947280625
2023-07-18,4246.791347066024
2023-07-19,4119.959232483081
2023-07-20,7546.109383571831
2023-07-21,-10921.170047280833
2023-07-22,-2755.4645837489006
2023-07-23,-12750.357428425916
2023-07-24,10188.317221948033
2023-07-25,2439.442492259863
2023-07-26,552.474085572474
2023-07-27,-3744.9371006992187
2023-07-28,1731.904200007306
2023-07-29,270.28088743283297
2023-07-30,-3553.6961181809966
2023-07-31,14484.97522007268
2023-08-01,588.7108633797034
2023-08-02,5397.102451821451
2023-08-03,-7826.136352495087
2023-08-04,-9069.14482384127
2023-08-05,-11498.686446810389
2023-08-06,-15331.48439279606
2023-08-07,-2864.219514517972
2023-08-08,-16799.647155267405
2023-08-09,-7583.7222637912055
2023-08-10,-7855.987944128585
2023-08-11,-10387.294899357312
2023-08-12,-11590.288267197211
2023-08-13,-8126.413192859167
2023-08-14,-4147.020532800525
2023-08-15,10163.292567686003
2023-08-16,-1961.8103431807576
2023-08-17,-6313.273394506821
2023-08-18,-3442.3658790654918
2023-08-19,-3085.5797021992475
2023-08-20,-8505.100179995563
2023-08-21,-6620.314615544172
2023-08-22,1163.0476519544136
2023-08-23,-5464.264581178439
2023-08-24,-5692.143784961547
2023-08-25,-6354.236080190123
2023-08-26,-6518.618316759093
2023-08-27,-18588.794648905365
2023-08-28,-1860.7234640014467
2023-08-29,-8096.938793469821
2023-08-30,-7167.121449845403
2023-08-31,842.4756341074244
2023-09-01,-2135.955343865622
2023-09-02,-6479.374589467439
2023-09-03,-17909.913978390134
2023-09-04,-4667.4524071487995
2023-09-05,-2509.4522254175754
2023-09-06,-1754.5000327862435
2023-09-07,-6039.407708947816
2023-09-08,-10484.125715280963
2023-09-09,-8693.503769281942
2023-09-10,-12596.148124962345
2023-09-11,-2993.5166447694864
2023-09-12,-1100.9032754696564
2023-09-13,357.95764750954913
2023-09-14,14163.89404583168
2023-09-15,1293.4514487298948
2023-09-16,-4580.081969803148
2023-09-17,-10877.200399887392
2023-09-18,-220.2431775683399
2023-09-19,-2107.68387810103
2023-09-20,1673.2769162912737
2023-09-21,-372.5940197877826
2023-09-22,-5542.894211060026
2023-09-23,5887.349423802487
2023-09-24,-12772.704691556704
2023-09-25,603.7522488251743
2023-09-26,-3537.2532205392963
2023-09-27,-6147.439052597794
2023-09-28,-1455.186381680196
2023-09-29,-3215.7875285622977
2023-09-30,5422.433199470506
2023-10-01,-15675.787029623889
2023-10-02,1088.6424376640534
2023-10-03,1122.0250519599977
2023-10-04,11044.559335616781
2023-10-05,-2052.5241468860295
2023-10-06,-2507.1434778966504
2023-10-07,-6830.092493296001
2023-10-08,-15732.32687718415
2023-10-09,1570.9554685414987
2023-10-10,7530.887828924955
2023-10-11,2500.669924191181
2023-10-12,4343.847353220714
2023-10-13,6713.179762291926
2023-10-14,2174.2306527456676
2023-10-15,-15285.379725124054
2023-10-16,3270.2253970033817
2023-10-17,2196.829618603282
2023-10-18,289.45811740289355
2023-10-19,8226.499965729508
2023-10-20,-146.9595468991247
2023-10-21,7689.8581362368495
2023-10-22,-14623.940040549467
2023-10-23,63.45165119376907
2023-10-24,-693.9651313454815
2023-10-25,4476.534276661827
2023-10-26,17975.937029803194
2023-10-27,6187.869714119122
2023-10-28,-2483.6446675289044
2023-10-29,-14557.784142316654
2023-10-30,875.5377746210543
2023-10-31,4785.778318923403
2023-11-01,1700.194638494395
2023-11-02,6230.258185280356
2023-11-03,3394.913732780391
2023-11-04,-479.82264327117446
2023-11-05,-15970.509898653687
2023-11-06,-1416.4467065108875
2023-11-07,-4996.592960446331
2023-11-08,-839.7713938169109
2023-11-09,3075.147741325043
2023-11-10,14249.83213199475
2023-11-11,5316.157517164567
2023-11-12,-15233.355851975319
2023-11-13,6437.960298195823
2023-11-14,7418.386881986713
2023-11-15,5175.347957715476
2023-11-16,17118.59011896233
2023-11-17,22576.695441464093
2023-11-18,20104.38386974683
2023-11-19,-15150.821191741967
2023-11-20,433.2327810394381
2023-11-21,17238.403520417036
2023-11-22,-1872.2181876441973
2023-11-23,-3227.7153787144453
2023-11-24,7747.809747880237
2023-11-25,14320.164643992874
2023-11-26,-15720.693655750103
2023-11-27,2439.829382630298
2023-11-28,3147.821577266983
2023-11-29,1662.6833003536449
2023-11-30,-662.7952131800339
2023-12-01,4786.514845260805
2023-12-02,8473.961145627633
2023-12-03,472.98910505266394
2023-12-04,3353.1268327364705
2023-12-05,4079.2659775833017
2023-12-06,1484.389993931578
2023-12-07,2774.606689377877
2023-12-08,2630.642123442136
2023-12-09,6854.866973946424
2023-12-10,5602.599529551728
2023-12-11,1878.3433177903025
2023-12-12,3368.36076474117
2023-12-13,6835.791680968519
2023-12-14,6822.6042420452795
2023-12-15,-1186.5877176310096
2023-12-16,-471.63464230698446
2023-12-17,1725.0580617317792
2023-12-18,17046.242166766187
2023-12-19,8934.093073206459
2023-12-20,22532.724841882984
2023-12-21,24025.673635729767
2023-12-22,8783.701616192884
2023-12-23,-11542.986813182302
2023-12-24,-18983.452981497005
2023-12-25,-23966.75744712769
2023-12-26,-25142.327055581678
2023-12-27,-17262.652904731498
