,ds,y,sunshine_amount,rain_sum,windspeed,air_temperature
43,2021-02-13,9081.2,0.0,0.0,0.0,0.0
44,2021-02-14,13477.3,0.0,0.0,0.0,0.0
45,2021-02-15,4496.1,0.0,0.0,0.0,0.0
46,2021-02-16,7675.7,0.0,0.0,0.0,0.0
47,2021-02-17,4072.7,0.0,0.0,0.0,0.0
48,2021-02-18,9378.6,0.0,0.0,0.0,0.0
49,2021-02-19,10801.1,0.0,0.0,0.0,0.0
50,2021-02-20,11301.9,0.0,0.0,0.0,0.0
51,2021-02-21,15012.6,0.0,0.0,0.0,0.0
52,2021-02-22,6770.9,0.0,0.0,0.0,0.0
53,2021-02-23,8689.7,0.0,0.0,0.0,0.0
54,2021-02-24,8077.9,0.0,0.0,0.0,0.0
55,2021-02-25,14197.8,0.0,0.0,0.0,0.0
56,2021-02-26,13523.1,0.0,0.0,0.0,0.0
57,2021-02-27,14346.3,0.0,0.0,0.0,0.0
58,2021-02-28,21238.2,0.0,0.0,0.0,0.0
59,2021-03-01,6910.7,0.0,0.0,0.0,0.0
60,2021-03-02,9804.0,0.0,0.0,0.0,0.0
61,2021-03-03,9963.7,0.0,0.0,0.0,0.0
62,2021-03-04,10321.5,0.0,0.0,0.0,0.0
63,2021-03-05,13081.1,0.0,0.0,0.0,0.0
64,2021-03-06,12733.1,0.0,0.0,0.0,0.0
65,2021-03-07,14411.8,0.0,0.0,0.0,0.0
66,2021-03-08,6074.9,0.0,0.0,0.0,0.0
67,2021-03-09,7934.1,0.0,0.0,0.0,0.0
68,2021-03-10,10104.1,0.0,0.0,0.0,0.0
69,2021-03-11,7145.0,0.0,0.0,0.0,0.0
70,2021-03-12,14438.1,0.0,0.0,0.0,0.0
71,2021-03-13,12727.4,0.0,0.0,0.0,0.0
72,2021-03-14,14339.3,0.0,0.0,0.0,0.0
73,2021-03-15,7282.9,0.0,0.0,0.0,0.0
74,2021-03-16,9609.3,0.0,0.0,0.0,0.0
75,2021-03-17,8540.1,0.0,0.0,0.0,0.0
76,2021-03-18,10095.9,0.0,0.0,0.0,0.0
77,2021-03-19,11776.8,0.0,0.0,0.0,0.0
78,2021-03-20,11750.6,0.0,0.0,0.0,0.0
79,2021-03-21,13118.0,0.0,0.0,0.0,0.0
80,2021-03-22,6516.8,0.0,0.0,0.0,0.0
81,2021-03-23,6897.8,0.0,0.0,0.0,0.0
82,2021-03-24,7946.2,0.0,0.0,0.0,0.0
83,2021-03-25,5726.9,0.0,0.0,0.0,0.0
84,2021-03-26,14005.4,0.0,0.0,0.0,0.0
85,2021-03-27,10150.0,0.0,0.0,0.0,0.0
86,2021-03-28,7249.4,0.0,0.0,0.0,0.0
87,2021-03-29,5235.9,0.0,0.0,0.0,0.0
88,2021-03-30,6866.5,0.0,0.0,0.0,0.0
89,2021-03-31,9028.8,0.0,0.0,0.0,0.0
90,2021-04-01,8544.4,0.0,0.0,0.0,0.0
91,2021-04-02,8613.4,0.0,0.0,0.0,0.0
92,2021-04-03,3850.0,0.0,0.0,0.0,0.0
93,2021-04-04,10752.5,0.0,0.0,0.0,0.0
94,2021-04-05,23403.2,0.0,0.0,0.0,0.0
95,2021-04-06,9414.4,0.0,0.0,0.0,0.0
96,2021-04-07,10277.6,0.0,0.0,0.0,0.0
97,2021-04-08,9111.5,0.0,0.0,0.0,0.0
98,2021-04-09,11854.0,0.0,0.0,0.0,0.0
99,2021-04-10,12261.2,0.0,0.0,0.0,0.0
100,2021-04-11,15031.9,0.0,0.0,0.0,0.0
101,2021-04-12,11134.7,0.0,0.0,0.0,0.0
102,2021-04-13,8536.7,0.0,0.0,0.0,0.0
103,2021-04-14,15952.8,0.0,0.0,0.0,0.0
104,2021-04-15,13146.5,0.0,0.0,0.0,0.0
105,2021-04-16,13331.6,0.0,0.0,0.0,0.0
106,2021-04-17,19567.9,0.0,0.0,0.0,0.0
107,2021-04-18,20959.2,0.0,0.0,0.0,0.0
108,2021-04-19,10983.0,0.0,0.0,0.0,0.0
109,2021-04-20,13618.0,0.0,0.0,0.0,0.0
110,2021-04-21,9940.8,0.0,0.0,0.0,0.0
111,2021-04-22,10194.0,0.0,0.0,0.0,0.0
112,2021-04-23,17498.6,0.0,0.0,0.0,0.0
113,2021-04-24,15458.9,0.0,0.0,0.0,0.0
114,2021-04-25,14405.8,0.0,0.0,0.0,0.0
115,2021-04-26,11594.2,0.0,0.0,0.0,0.0
116,2021-04-27,13198.5,0.0,0.0,0.0,0.0
117,2021-04-28,15819.4,0.0,0.0,0.0,0.0
118,2021-04-29,14970.2,0.0,0.0,0.0,0.0
119,2021-04-30,18606.0,0.0,0.0,0.0,0.0
120,2021-05-01,19328.0,0.0,0.0,0.0,0.0
121,2021-05-02,26898.3,0.0,0.0,0.0,0.0
122,2021-05-03,10997.2,0.0,0.0,0.0,0.0
123,2021-05-04,13755.0,0.0,0.0,0.0,0.0
124,2021-05-05,14447.9,0.0,0.0,0.0,0.0
125,2021-05-06,13924.1,0.0,0.0,0.0,0.0
126,2021-05-07,16661.4,0.0,0.0,0.0,0.0
127,2021-05-08,17936.6,0.0,0.0,0.0,0.0
128,2021-05-09,22100.5,0.0,0.0,0.0,0.0
129,2021-05-10,15728.3,0.0,0.0,0.0,0.0
130,2021-05-11,12921.0,0.0,0.0,0.0,0.0
131,2021-05-12,17114.7,0.0,0.0,0.0,0.0
132,2021-05-13,27702.1,0.0,0.0,0.0,0.0
133,2021-05-14,17878.3,0.0,0.0,0.0,0.0
134,2021-05-15,13044.0,0.0,0.0,0.0,0.0
135,2021-05-16,21934.1,0.0,0.0,0.0,0.0
136,2021-05-17,0.0,0.0,0.0,0.0,0.0
137,2021-05-18,24255.3,0.0,0.0,0.0,0.0
138,2021-05-19,17568.1,0.0,0.0,0.0,0.0
139,2021-05-20,14391.2,0.0,0.0,0.0,0.0
140,2021-05-21,20715.1,0.0,0.0,0.0,0.0
141,2021-05-22,21598.4,0.0,0.0,0.0,0.0
142,2021-05-23,23752.0,0.0,0.0,0.0,0.0
143,2021-05-24,27444.2,0.0,0.0,0.0,0.0
144,2021-05-25,14246.4,0.0,0.0,0.0,0.0
145,2021-05-26,20407.1,0.0,0.0,0.0,0.0
146,2021-05-27,18576.0,0.0,0.0,0.0,0.0
147,2021-05-28,22902.1,0.0,0.0,0.0,0.0
148,2021-05-29,21070.9,0.0,0.0,0.0,0.0
149,2021-05-30,28073.8,0.0,0.0,0.0,0.0
150,2021-05-31,14581.0,0.0,0.0,0.0,0.0
151,2021-06-01,20188.0,0.0,0.0,0.0,0.0
152,2021-06-02,19538.3,0.0,0.0,0.0,0.0
153,2021-06-03,27944.0,0.0,0.0,0.0,0.0
154,2021-06-04,21712.9,0.0,0.0,0.0,0.0
155,2021-06-05,23772.5,0.0,0.0,0.0,0.0
156,2021-06-06,32690.3,0.0,0.0,0.0,0.0
157,2021-06-07,14015.0,0.0,0.0,0.0,0.0
158,2021-06-08,19637.0,0.0,0.0,0.0,0.0
159,2021-06-09,18537.7,0.0,0.0,0.0,0.0
160,2021-06-10,25660.3,0.0,0.0,0.0,0.0
161,2021-06-11,34416.6,0.0,0.0,0.0,0.0
162,2021-06-12,20178.0,0.0,0.0,0.0,0.0
163,2021-06-13,34001.3,0.0,0.0,0.0,0.0
164,2021-06-14,22210.0,0.0,0.0,0.0,0.0
165,2021-06-15,22780.5,0.0,0.0,0.0,0.0
166,2021-06-16,28656.4,0.0,0.0,0.0,0.0
167,2021-06-17,28275.0,0.0,0.0,0.0,0.0
168,2021-06-18,42298.6,0.0,0.0,0.0,0.0
169,2021-06-19,44860.0,0.0,0.0,0.0,0.0
170,2021-06-20,41581.0,0.0,0.0,0.0,0.0
171,2021-06-21,9723.4,0.0,0.0,0.0,0.0
172,2021-06-22,42531.1,0.0,0.0,0.0,0.0
