,ds,y,sunshine_amount,rain_sum,windspeed,air_temperature
459,2022-04-05,18076.2,236.0,0.0,5.0,6.1
460,2022-04-06,21518.2,62.0,0.0,4.0,5.1
461,2022-04-07,20415.4,0.0,0.0,8.8,4.4
462,2022-04-08,29886.9,265.0,0.0,8.8,5.2
463,2022-04-09,30363.2,100.0,0.0,7.7,8.2
464,2022-04-10,33419.7,276.0,0.30000000000000004,6.0,12.1
465,2022-04-11,19180.3,210.0,0.1,4.8,10.1
466,2022-04-12,24491.9,92.0,0.0,3.9,10.0
467,2022-04-13,21042.4,0.0,3.4000000000000004,5.0,5.9
468,2022-04-14,17431.5,0.0,0.0,5.7,7.5
469,2022-04-15,15102.1,302.0,0.0,3.1,12.9
470,2022-04-16,14606.6,413.0,0.0,4.7,14.3
471,2022-04-17,22086.6,294.0,0.0,4.5,12.9
472,2022-04-18,32785.4,262.0,0.0,2.8,13.2
473,2022-04-19,20174.9,264.0,0.0,2.8,17.4
474,2022-04-20,34055.3,265.0,0.0,3.9,19.2
475,2022-04-21,24660.9,215.0,0.0,4.4,18.4
476,2022-04-22,33802.2,328.0,0.0,6.1,19.4
477,2022-04-23,38756.5,287.0,0.0,6.5,13.3
478,2022-04-24,43413.1,336.0,0.0,6.4,12.3
479,2022-04-25,8300.0,150.0,0.0,7.2,16.6
480,2022-04-26,23891.4,162.0,0.0,7.0,11.0
481,2022-04-27,25167.2,282.0,0.0,5.5,9.4
482,2022-04-28,29079.0,148.0,0.0,4.7,12.6
483,2022-04-29,41342.7,124.0,0.0,4.6,12.2
484,2022-04-30,39713.9,40.0,0.0,5.4,12.0
485,2022-05-01,39666.8,300.0,0.0,4.0,14.7
486,2022-05-02,22052.7,189.0,0.0,5.8,14.2
487,2022-05-03,25737.6,255.0,0.0,5.6,12.6
488,2022-05-04,23401.3,21.0,0.0,5.2,13.1
489,2022-05-05,24648.0,297.0,0.0,5.2,18.1
490,2022-05-06,46332.6,125.0,0.9,4.8,17.7
491,2022-05-07,37217.3,442.0,0.0,5.6,15.3
492,2022-05-08,37547.4,340.0,0.0,3.8,13.9
493,2022-05-09,18036.4,154.0,0.0,6.6,15.5
494,2022-05-10,20948.6,0.0,1.4000000000000001,7.0,11.4
495,2022-05-11,22680.1,40.0,0.4,6.7,12.7
496,2022-05-12,29642.2,281.0,0.0,7.9,15.3
497,2022-05-13,49118.6,36.0,1.2,5.6,13.5
498,2022-05-14,21440.6,416.0,0.0,6.2,16.1
499,2022-05-15,41298.4,60.0,0.0,6.7,16.5
500,2022-05-16,31529.2,321.0,0.0,6.1,17.0
501,2022-05-17,0.0,322.0,0.0,4.9,17.7
502,2022-05-18,35417.7,3.0,1.8,5.0,15.7
503,2022-05-19,19539.1,51.0,0.0,2.7,16.1
504,2022-05-20,38000.6,177.0,3.6,5.9,19.0
505,2022-05-21,44377.4,12.0,1.9,3.9,12.0
506,2022-05-22,31200.1,240.0,0.0,3.4,16.3
507,2022-05-23,20835.6,184.0,0.0,5.8,16.8
508,2022-05-24,16377.2,0.0,6.5,5.6,16.5
509,2022-05-25,37275.0,162.0,0.1,7.2,15.4
510,2022-05-26,55279.5,273.0,2.8,6.1,18.0
511,2022-05-27,34264.2,0.0,0.5,6.8,13.4
512,2022-05-28,32499.9,264.0,0.0,7.9,16.9
513,2022-05-29,29591.7,0.0,0.2,5.0,13.0
514,2022-05-30,28541.8,14.0,7.0,4.4,15.2
515,2022-05-31,28741.2,68.0,0.0,5.6,17.7
516,2022-06-01,35620.9,0.0,0.4,4.7,14.9
517,2022-06-02,24014.4,143.0,0.2,3.7,15.1
518,2022-06-03,36084.5,68.0,5.3,5.6,17.6
519,2022-06-04,33786.0,418.0,0.0,5.0,20.2
520,2022-06-05,30268.7,275.0,0.4,3.0,22.3
521,2022-06-06,40946.5,344.0,0.0,4.4,24.1
522,2022-06-07,20135.4,78.0,1.7999999999999998,4.4,19.9
523,2022-06-08,27025.6,153.0,10.9,3.1,18.2
524,2022-06-09,39660.8,29.0,0.0,2.6,17.6
525,2022-06-10,26384.5,215.0,0.0,5.7,19.2
526,2022-06-11,67662.9,70.0,9.3,7.5,18.7
527,2022-06-12,52630.5,234.0,0.0,6.3,18.6
528,2022-06-13,25734.9,102.0,1.1,4.4,19.0
529,2022-06-14,27428.5,163.0,0.0,3.8,21.8
530,2022-06-15,28467.7,0.0,0.0,3.9,21.8
531,2022-06-16,26025.3,60.0,3.8000000000000003,4.2,22.4
532,2022-06-17,44593.7,0.0,7.6,6.2,21.0
533,2022-06-18,33456.3,424.0,0.1,6.5,19.9
534,2022-06-19,35717.8,136.0,0.0,4.8,18.1
535,2022-06-20,24949.6,347.0,0.0,4.4,22.9
536,2022-06-21,26057.6,104.0,0.2,3.4,19.7
537,2022-06-22,23805.4,103.0,0.0,5.0,21.2
538,2022-06-23,22995.2,243.0,0.0,5.4,24.7
539,2022-06-24,29667.0,406.0,0.0,3.4,26.1
540,2022-06-25,32861.7,238.0,0.0,4.2,27.1
541,2022-06-26,41219.2,0.0,10.5,3.2,24.1
542,2022-06-27,28522.1,22.0,20.1,3.3,21.7
543,2022-06-28,32846.7,352.0,3.6,5.2,22.6
544,2022-06-29,31425.9,352.0,0.30000000000000004,4.2,23.3
545,2022-06-30,25067.8,351.0,0.2,3.0,26.6
546,2022-07-01,37188.3,287.0,14.4,3.9,25.1
547,2022-07-02,30540.7,301.0,0.5,6.8,21.8
548,2022-07-03,39802.7,120.0,3.4,6.5,18.5
549,2022-07-04,24802.4,111.0,0.8,6.5,19.3
550,2022-07-05,20056.9,280.0,0.1,5.6,19.7
551,2022-07-06,28939.7,10.0,7.2,6.6,20.2
552,2022-07-07,36775.0,210.0,3.2,6.4,23.1
553,2022-07-08,34629.5,209.0,0.0,6.0,23.0
554,2022-07-09,27566.4,302.0,0.0,6.4,20.6
555,2022-07-10,28163.2,305.0,0.1,5.6,21.6
556,2022-07-11,22284.3,301.0,0.0,3.9,22.8
557,2022-07-12,26763.5,49.0,0.0,4.5,21.9
558,2022-07-13,22080.6,394.0,2.2,6.5,22.0
559,2022-07-14,24708.3,53.0,0.0,4.7,18.7
560,2022-07-15,26765.5,323.0,0.5,5.6,19.5
561,2022-07-16,27968.7,233.0,0.0,4.4,21.7
562,2022-07-17,30592.1,196.0,0.1,4.4,20.4
563,2022-07-18,23401.3,196.0,0.0,3.7,22.4
564,2022-07-19,16655.7,373.0,0.0,3.4,25.1
565,2022-07-20,17803.8,446.0,0.0,5.9,26.9
566,2022-07-21,26759.3,157.0,0.0,2.9,25.8
567,2022-07-22,29610.5,58.0,0.4,8.2,20.9
568,2022-07-23,20736.1,396.0,0.0,3.9,21.2
569,2022-07-24,48206.5,1.0,0.6,4.9,18.4
570,2022-07-25,27740.1,0.0,0.6,5.7,17.5
571,2022-07-26,29563.6,134.0,0.0,4.9,21.5
572,2022-07-27,27383.8,545.0,0.0,5.2,22.1
573,2022-07-28,24949.3,175.0,0.5,5.3,21.8
574,2022-07-29,24051.6,382.0,0.0,4.6,24.0
575,2022-07-30,32677.3,365.0,0.0,6.0,22.7
576,2022-07-31,38137.7,13.0,4.3,5.0,21.4
577,2022-08-01,27528.9,237.0,5.9,4.0,20.6
578,2022-08-02,26006.2,0.0,14.700000000000001,4.4,16.4
579,2022-08-03,30764.1,105.0,0.3,7.5,20.9
580,2022-08-04,31507.6,0.0,1.7000000000000002,6.1,19.7
581,2022-08-05,27369.1,285.0,0.0,5.1,21.3
582,2022-08-06,31377.5,363.0,0.0,4.6,20.7
583,2022-08-07,35549.9,92.0,0.0,4.1,19.5
584,2022-08-08,25190.6,303.0,0.0,4.1,22.3
585,2022-08-09,19413.5,19.0,0.0,5.0,19.7
586,2022-08-10,32879.4,276.0,0.0,4.8,25.3
587,2022-08-11,32792.9,298.0,0.0,4.9,26.7
588,2022-08-12,44469.1,315.0,0.1,3.2,26.9
589,2022-08-13,30824.6,473.0,0.0,4.2,25.6
590,2022-08-14,51205.8,150.0,0.0,4.3,27.5
591,2022-08-15,42906.3,33.0,10.6,4.0,27.2
592,2022-08-16,47478.7,0.0,18.1,4.7,22.8
593,2022-08-17,32165.8,136.0,0.0,6.3,24.2
594,2022-08-18,43149.4,0.0,1.7999999999999998,5.1,20.2
595,2022-08-19,40336.1,195.0,0.0,2.6,22.6
596,2022-08-20,40962.5,434.0,0.0,4.9,22.4
597,2022-08-21,59893.9,173.0,2.6,5.9,18.6
598,2022-08-22,40980.5,192.0,0.0,3.3,20.0
599,2022-08-23,24154.6,266.0,0.0,2.9,20.9
600,2022-08-24,30210.1,29.0,0.0,3.1,21.8
601,2022-08-25,48993.5,233.0,0.0,3.5,25.1
602,2022-08-26,70036.4,0.0,2.4,3.9,20.7
603,2022-08-27,78463.8,337.0,0.0,2.9,23.2
604,2022-08-28,41395.5,194.0,0.0,4.6,20.2
605,2022-08-29,15903.8,252.0,0.0,6.3,19.6
606,2022-08-30,17781.8,220.0,0.0,4.7,17.1
607,2022-08-31,27010.3,242.0,0.0,3.8,19.9
608,2022-09-01,31616.3,245.0,0.0,3.8,18.9
609,2022-09-02,32338.0,15.0,2.1,2.5,16.3
610,2022-09-03,46449.3,58.0,0.5,4.0,14.4
611,2022-09-04,32522.1,57.0,0.0,3.3,13.5
612,2022-09-05,20231.9,217.0,0.1,2.9,19.6
613,2022-09-06,23511.2,229.0,0.0,3.7,20.5
614,2022-09-07,22287.0,144.0,0.0,3.0,20.3
615,2022-09-08,24326.3,0.0,0.0,4.4,15.2
616,2022-09-09,43941.9,74.0,0.0,5.7,15.6
617,2022-09-10,33787.5,0.0,0.0,4.9,14.1
618,2022-09-11,43292.6,258.0,0.0,2.7,17.4
619,2022-09-12,16760.2,0.0,14.799999999999999,6.2,15.9
620,2022-09-13,21537.5,67.0,4.7,5.7,14.5
621,2022-09-14,28021.6,95.0,0.4,4.9,17.0
622,2022-09-15,27598.9,84.0,0.1,4.0,17.5
623,2022-09-16,34858.9,37.0,0.0,7.1,16.0
624,2022-09-17,26485.0,182.0,0.0,5.3,17.1
625,2022-09-18,28357.2,152.0,0.0,5.4,16.2
626,2022-09-19,17896.5,129.0,0.0,7.5,15.6
627,2022-09-20,29016.9,185.0,0.0,4.3,14.9
628,2022-09-21,27874.7,182.0,0.0,2.5,15.2
629,2022-09-22,35348.6,0.0,0.0,3.7,13.7
630,2022-09-23,39514.5,0.0,12.8,5.2,13.0
631,2022-09-24,29812.6,192.0,0.0,3.7,13.8
632,2022-09-25,36886.1,92.0,0.0,4.4,14.1
633,2022-09-26,12677.2,0.0,7.5,4.3,11.0
634,2022-09-27,66816.4,0.0,0.8999999999999999,5.7,12.0
635,2022-09-28,22876.4,41.0,0.0,5.8,14.0
636,2022-09-29,22418.6,6.0,0.0,6.3,11.7
637,2022-09-30,35811.3,77.0,0.1,2.6,12.7
638,2022-10-01,46813.4,0.0,2.9,3.8,11.3
639,2022-10-02,30528.0,0.0,0.1,3.4,12.5
640,2022-10-03,15991.8,0.0,0.1,3.6,16.5
641,2022-10-04,19692.3,0.0,0.2,4.7,13.4
642,2022-10-05,28548.7,0.0,5.6,6.4,14.1
643,2022-10-06,23181.8,0.0,0.0,9.1,15.0
644,2022-10-07,29143.6,0.0,0.0,7.4,14.4
645,2022-10-08,22446.2,0.0,0.0,4.5,13.7
646,2022-10-09,23113.5,0.0,0.0,5.3,13.3
647,2022-10-10,28021.7,0.0,1.3,6.7,12.9
648,2022-10-11,18551.7,0.0,0.0,6.5,12.7
649,2022-10-12,35824.3,0.0,0.30000000000000004,4.0,11.5
650,2022-10-13,48107.2,0.0,8.8,5.1,11.0
651,2022-10-14,41809.4,0.0,0.5,5.1,10.8
652,2022-10-15,31347.4,0.0,8.1,6.5,13.0
653,2022-10-16,29207.0,0.0,7.2,4.0,8.7
654,2022-10-17,20002.9,0.0,1.6,4.1,7.3
655,2022-10-18,12590.2,0.0,0.0,4.1,10.5
656,2022-10-19,17446.5,0.0,0.0,3.8,8.3
657,2022-10-20,33369.3,0.0,0.0,2.7,5.4
658,2022-10-21,25982.4,0.0,0.0,4.8,5.2
659,2022-10-22,32857.3,0.0,0.0,4.1,7.4
660,2022-10-23,27704.6,0.0,0.1,3.8,5.0
661,2022-10-24,13044.8,0.0,8.5,6.4,8.1
662,2022-10-25,25996.4,0.0,1.8,6.0,10.0
663,2022-10-26,21327.0,0.0,0.7000000000000001,2.8,6.8
664,2022-10-27,28255.3,0.0,0.6,2.4,11.8
665,2022-10-28,41364.2,0.0,8.3,3.2,11.7
666,2022-10-29,31677.5,0.0,0.0,5.1,13.8
667,2022-10-30,31512.5,0.0,0.8,3.2,8.2
668,2022-10-31,23912.0,0.0,0.39999999999999997,2.0,12.7
669,2022-11-01,31787.4,0.0,5.699999999999999,5.3,11.7
670,2022-11-02,16852.8,0.0,2.5,4.8,11.7
671,2022-11-03,16867.9,0.0,3.8,5.5,10.8
672,2022-11-04,36904.5,0.0,5.7,4.4,9.9
673,2022-11-05,53949.8,0.0,1.7999999999999998,4.4,9.9
674,2022-11-06,23657.5,0.0,0.4,3.3,9.3
675,2022-11-07,18468.0,0.0,4.4,5.8,8.6
676,2022-11-08,23916.7,0.0,4.0,3.5,9.4
677,2022-11-09,21902.5,0.0,0.0,3.2,11.1
678,2022-11-10,27159.1,0.0,1.6,5.7,11.8
679,2022-11-11,46823.8,0.0,0.0,6.3,14.1
680,2022-11-12,38897.9,0.0,0.0,5.5,15.0
681,2022-11-13,31672.1,0.0,0.0,2.8,7.6
682,2022-11-14,24627.5,0.0,0.0,4.0,7.8
683,2022-11-15,45877.6,0.0,0.0,6.2,4.9
684,2022-11-16,30431.9,0.0,0.1,6.5,3.7
685,2022-11-17,38096.1,0.0,0.0,5.4,1.6
686,2022-11-18,43286.5,0.0,0.0,7.6,1.0
687,2022-11-19,56559.4,0.0,0.0,7.6,0.7
688,2022-11-20,45755.5,0.0,0.30000000000000004,8.4,-0.6
689,2022-11-21,17836.8,0.0,0.6000000000000001,9.5,0.2
690,2022-11-22,37618.7,0.0,0.5,6.8,0.7
691,2022-11-23,24281.7,0.0,1.7,5.2,1.6
692,2022-11-24,28900.6,0.0,1.7,5.2,2.3
693,2022-11-25,35968.6,0.0,0.7000000000000001,5.0,3.2
694,2022-11-26,42423.5,0.0,1.6,3.8,3.5
695,2022-11-27,39542.8,0.0,2.7,4.4,5.4
696,2022-11-28,23384.0,0.0,0.4,6.1,4.6
697,2022-11-29,26288.5,0.0,0.0,4.5,3.6
698,2022-11-30,24554.6,0.0,0.0,3.1,2.6
699,2022-12-01,27390.9,0.0,0.0,3.9,1.6
700,2022-12-02,42956.6,0.0,0.0,5.1,2.0
701,2022-12-03,46575.6,0.0,0.0,4.8,1.8
702,2022-12-04,34242.9,0.0,0.0,3.2,-0.7
703,2022-12-05,19094.6,0.0,0.0,3.9,-2.4
704,2022-12-06,22713.8,0.0,0.1,4.4,-1.0
705,2022-12-07,25872.0,0.0,0.0,4.3,-1.5
706,2022-12-08,19105.1,0.0,0.4,6.8,-4.5
707,2022-12-09,35472.6,0.0,0.0,5.7,-4.2
708,2022-12-10,39366.6,0.0,0.0,4.6,-5.0
709,2022-12-11,37497.7,0.0,0.1,4.7,-7.4
710,2022-12-12,16816.4,0.0,0.0,6.4,-6.0
711,2022-12-13,12714.0,0.0,3.6,5.4,-7.5
712,2022-12-14,28865.0,0.0,0.6,3.2,-8.4
713,2022-12-15,37608.3,0.0,0.0,2.7,-8.0
714,2022-12-16,40112.3,0.0,1.2,2.0,-6.3
715,2022-12-17,49413.7,0.0,2.1999999999999997,3.4,-3.0
716,2022-12-18,35530.1,0.0,0.2,3.0,1.3
717,2022-12-19,30462.4,0.0,2.9000000000000004,2.7,-0.8
718,2022-12-20,24393.3,0.0,7.4,2.9,1.5
719,2022-12-21,32076.4,0.0,8.1,2.6,1.7
720,2022-12-22,29895.8,0.0,4.8,4.0,1.9
721,2022-12-23,19468.8,0.0,0.0,3.1,-0.8
722,2022-12-24,0.0,0.0,0.0,2.5,-9.8
723,2022-12-25,0.0,0.0,2.3,3.7,0.8
724,2022-12-26,0.0,0.0,17.1,5.7,3.8
725,2022-12-27,21618.3,0.0,0.0,3.6,1.7
726,2022-12-28,24742.1,0.0,0.30000000000000004,6.4,-3.1
727,2022-12-29,23658.9,0.0,6.5,6.5,3.1
728,2022-12-30,30923.4,0.0,4.9,6.7,4.6
729,2022-12-31,0.0,0.0,2.2,7.2,6.3
730,2023-01-01,38684.7,0.0,0.1,5.2,-1.1
731,2023-01-02,16656.2,0.0,0.4,4.4,-3.0
732,2023-01-03,20909.7,0.0,0.0,3.5,-5.6
733,2023-01-04,23136.5,0.0,15.7,10.3,-2.7
734,2023-01-05,26129.2,0.0,1.8,10.1,-2.7
735,2023-01-06,25107.9,0.0,5.3,5.5,-3.0
736,2023-01-07,37482.2,0.0,4.9,3.8,2.4
737,2023-01-08,35708.2,0.0,6.5,4.4,5.5
738,2023-01-09,21464.0,0.0,6.3999999999999995,3.6,4.2
739,2023-01-10,23875.3,0.0,0.9,3.0,2.6
740,2023-01-11,33277.3,0.0,0.8999999999999999,5.8,5.0
741,2023-01-12,33381.6,0.0,0.7000000000000001,4.6,4.0
742,2023-01-13,40652.6,0.0,4.1,5.2,3.8
743,2023-01-14,44150.2,0.0,2.4,4.7,2.2
744,2023-01-15,39744.6,0.0,4.5,5.2,1.1
745,2023-01-16,16729.5,0.0,0.2,4.0,1.1
746,2023-01-17,21496.0,0.0,2.5,5.9,1.7
747,2023-01-18,24212.1,0.0,2.1,4.9,1.1
748,2023-01-19,22328.7,0.0,0.7,2.4,0.2
749,2023-01-20,65038.3,0.0,0.0,3.5,-1.1
750,2023-01-21,53649.7,0.0,0.0,2.5,-7.1
751,2023-01-22,31459.5,0.0,0.2,3.3,-5.7
752,2023-01-23,19332.8,0.0,0.1,3.3,-0.5
753,2023-01-24,25533.3,0.0,0.0,2.9,2.0
754,2023-01-25,31713.5,0.0,0.0,3.0,4.6
755,2023-01-26,21087.8,0.0,0.0,3.7,4.7
756,2023-01-27,33461.3,0.0,0.0,1.6,-0.6
757,2023-01-28,48632.6,0.0,0.0,2.6,-0.7
758,2023-01-29,33475.8,0.0,0.0,4.3,4.4
759,2023-01-30,13208.9,0.0,0.0,5.9,6.9
760,2023-01-31,19953.4,0.0,0.4,2.5,0.7
761,2023-02-01,21185.1,0.0,0.0,3.9,-1.2
762,2023-02-02,19776.9,0.0,0.0,2.5,-0.6
763,2023-02-03,30467.0,0.0,0.2,6.5,-1.9
764,2023-02-04,53244.5,0.0,0.0,3.0,-1.3
765,2023-02-05,30972.2,0.0,0.4,3.2,0.4
766,2023-02-06,16370.4,0.0,0.0,1.9,-1.3
767,2023-02-07,21008.9,0.0,0.0,1.6,-0.2
768,2023-02-08,27162.4,0.0,0.0,7.9,4.2
769,2023-02-09,24880.9,0.0,0.1,8.3,5.9
770,2023-02-10,38452.6,0.0,0.2,8.3,1.2
771,2023-02-11,37805.1,0.0,0.0,6.0,9.0
772,2023-02-12,31042.9,0.0,0.0,2.8,5.5
773,2023-02-13,13960.2,0.0,0.0,3.4,9.9
774,2023-02-14,36265.3,0.0,0.0,2.1,1.1
775,2023-02-15,25227.6,0.0,0.0,3.0,2.1
776,2023-02-16,35478.5,0.0,0.1,4.8,4.1
777,2023-02-17,37220.5,0.0,9.7,6.9,4.6
778,2023-02-18,38277.4,0.0,0.0,5.3,6.0
779,2023-02-19,26045.5,0.0,0.1,2.6,3.4
780,2023-02-20,15927.5,0.0,3.9,6.2,8.7
781,2023-02-21,16768.3,0.0,0.0,6.6,6.6
782,2023-02-22,20609.0,0.0,5.3,4.1,1.5
783,2023-02-23,22295.9,0.0,1.2000000000000002,3.2,4.3
784,2023-02-24,35891.8,0.0,2.8,6.9,2.6
785,2023-02-25,30799.8,0.0,0.0,7.1,3.4
786,2023-02-26,29740.9,0.0,0.0,5.3,5.5
787,2023-02-27,14219.1,0.0,0.0,2.3,9.2
788,2023-02-28,18075.7,0.0,0.0,4.4,8.7
789,2023-03-01,14276.4,152.0,0.0,3.8,8.5
790,2023-03-02,20511.5,110.0,0.0,3.3,6.6
791,2023-03-03,27498.9,188.0,0.0,8.2,7.7
792,2023-03-04,21152.8,251.0,0.0,6.3,2.9
793,2023-03-05,20792.3,222.0,0.0,7.0,3.9
794,2023-03-06,12596.5,164.0,0.0,4.2,1.4
795,2023-03-07,12380.8,68.0,0.0,4.6,-1.7
796,2023-03-08,19670.7,134.0,0.9,4.1,0.6
797,2023-03-09,16680.4,159.0,0.2,4.9,-1.3
798,2023-03-10,39542.8,146.0,0.0,3.3,-0.6
799,2023-03-11,34013.8,294.0,0.0,4.6,0.8
800,2023-03-12,24319.0,69.0,0.0,4.4,1.5
801,2023-03-13,11328.3,0.0,11.6,6.6,-0.4
802,2023-03-14,11877.2,159.0,0.0,3.6,4.3
803,2023-03-15,21690.3,183.0,0.0,5.2,6.0
804,2023-03-16,18593.6,0.0,1.0,5.2,3.3
805,2023-03-17,30604.9,0.0,8.200000000000001,4.5,3.0
806,2023-03-18,21585.4,153.0,0.0,2.9,7.5
807,2023-03-19,24889.9,0.0,0.4,2.8,4.1
808,2023-03-20,18105.5,83.0,0.0,5.3,7.0
809,2023-03-21,18079.2,0.0,4.5,3.5,2.9
810,2023-03-22,24137.8,0.0,7.4,3.7,5.1
811,2023-03-23,16586.9,0.0,5.1,3.8,5.3
812,2023-03-24,36265.5,0.0,2.2,4.0,5.1
813,2023-03-25,36548.9,2.0,1.0,6.0,3.2
814,2023-03-26,29472.8,266.0,0.2,4.9,1.9
815,2023-03-27,10522.8,190.0,0.0,5.9,1.6
816,2023-03-28,14305.3,46.0,3.6,3.6,1.9
817,2023-03-29,17657.3,167.0,3.9,6.9,2.3
818,2023-03-30,26663.2,0.0,0.0,4.6,0.7
819,2023-03-31,27402.1,271.0,0.0,6.2,5.4
820,2023-04-01,27563.3,406.0,0.0,4.7,7.0
821,2023-04-02,27664.0,288.0,0.0,2.5,8.6
822,2023-04-03,22372.5,177.0,0.0,3.3,7.0
823,2023-04-04,14155.9,177.0,0.0,3.7,10.1
824,2023-04-05,18153.5,219.0,0.0,4.4,10.6
825,2023-04-06,9454.8,0.0,1.3,4.7,2.8
826,2023-04-07,16204.9,284.0,0.0,3.7,8.1
827,2023-04-08,11450.2,356.0,0.0,3.4,12.3
828,2023-04-09,18576.7,65.0,0.0,4.0,11.2
829,2023-04-10,27484.0,0.0,0.1,3.4,8.2
830,2023-04-11,13062.5,0.0,4.300000000000001,5.2,7.2
831,2023-04-12,22426.2,36.0,0.1,5.0,10.4
832,2023-04-13,37064.3,9.0,0.1,6.1,9.4
833,2023-04-14,37249.7,0.0,14.1,5.8,8.3
834,2023-04-15,29076.0,0.0,3.1999999999999997,5.6,6.6
835,2023-04-16,29038.3,0.0,0.0,4.1,10.0
836,2023-04-17,21279.7,226.0,0.0,5.0,14.4
837,2023-04-18,21341.1,262.0,0.0,4.4,15.8
838,2023-04-19,31425.9,263.0,0.0,4.5,16.9
839,2023-04-20,49837.9,265.0,0.0,3.6,18.7
840,2023-04-21,44060.8,327.0,0.0,3.5,18.5
841,2023-04-22,60408.7,329.0,0.0,4.4,19.0
842,2023-04-23,27832.7,0.0,0.0,5.4,8.9
843,2023-04-24,16279.4,0.0,13.6,9.1,4.5
844,2023-04-25,19414.3,0.0,6.6,8.3,3.5
845,2023-04-26,16988.7,126.0,0.2,5.7,6.1
846,2023-04-27,24769.1,264.0,0.0,6.2,10.4
847,2023-04-28,42223.7,195.0,0.0,3.7,10.4
848,2023-04-29,35472.8,347.0,0.7,6.9,9.0
849,2023-04-30,32622.0,221.0,0.0,5.9,10.5
850,2023-05-01,38826.6,60.0,0.6,4.1,6.9
851,2023-05-02,23792.3,130.0,0.0,6.5,12.1
852,2023-05-03,24359.7,70.0,0.0,5.7,11.2
853,2023-05-04,38203.2,185.0,0.0,6.1,9.3
854,2023-05-05,42237.2,360.0,0.0,5.1,12.4
855,2023-05-06,43689.3,482.0,0.0,4.3,12.6
856,2023-05-07,48910.1,364.0,0.0,4.5,14.4
857,2023-05-08,27529.6,211.0,0.0,6.6,14.7
858,2023-05-09,23727.2,137.0,0.0,7.0,14.5
859,2023-05-10,28305.8,280.0,0.0,6.4,18.9
860,2023-05-11,28092.6,0.0,0.0,4.4,14.9
861,2023-05-12,40481.7,183.0,0.0,3.9,21.2
862,2023-05-13,35306.2,421.0,0.0,4.9,21.2
863,2023-05-14,41055.8,297.0,0.0,5.9,22.1
864,2023-05-15,28684.7,75.0,0.30000000000000004,5.1,20.8
865,2023-05-16,20053.8,250.0,2.6999999999999997,6.9,17.0
866,2023-05-17,0.0,300.0,0.0,5.9,15.1
867,2023-05-18,53313.0,303.0,0.0,4.2,15.8
868,2023-05-19,28261.2,374.0,0.0,4.7,15.5
869,2023-05-20,33165.6,500.0,0.0,3.5,20.5
870,2023-05-21,35450.9,365.0,0.0,2.7,22.9
871,2023-05-22,20339.6,142.0,0.2,3.4,23.3
872,2023-05-23,21917.6,77.0,3.3000000000000003,6.1,17.1
873,2023-05-24,36151.8,168.0,0.0,5.5,19.4
874,2023-05-25,34159.5,279.0,0.0,8.5,16.7
875,2023-05-26,39042.6,385.0,0.0,5.1,17.1
876,2023-05-27,32731.9,136.0,0.7999999999999999,5.4,18.4
877,2023-05-28,35373.7,271.0,0.0,6.7,17.0
878,2023-05-29,49129.9,278.0,0.0,4.3,16.2
879,2023-05-30,30634.8,307.0,0.0,5.5,20.4
880,2023-05-31,27895.2,316.0,0.0,5.8,22.3
881,2023-06-01,36104.7,338.0,0.0,6.0,16.6
882,2023-06-02,46928.9,378.0,0.0,5.0,17.7
883,2023-06-03,29414.2,429.0,0.0,4.1,19.9
884,2023-06-04,37742.4,399.0,0.0,4.9,21.9
885,2023-06-05,26309.1,342.0,0.0,4.3,22.6
886,2023-06-06,31513.8,343.0,0.0,4.2,23.4
887,2023-06-07,29927.4,344.0,0.0,5.4,23.7
888,2023-06-08,28989.9,345.0,0.0,7.7,21.2
889,2023-06-09,33544.0,406.0,0.0,4.7,22.1
890,2023-06-10,27409.0,526.0,0.0,3.8,22.7
891,2023-06-11,50276.4,402.0,0.0,5.0,22.6
892,2023-06-12,21250.5,219.0,0.0,4.9,24.4
893,2023-06-13,25396.5,295.0,0.0,3.1,26.8
894,2023-06-14,30074.0,212.0,0.0,3.7,28.3
895,2023-06-15,51202.0,112.0,0.0,3.5,30.3
896,2023-06-16,29704.3,162.0,0.0,5.2,29.4
897,2023-06-17,40862.2,475.0,0.0,3.0,30.0
898,2023-06-18,35549.4,0.0,0.0,6.1,22.7
899,2023-06-19,32673.6,83.0,0.0,4.3,22.9
900,2023-06-20,42921.0,189.0,0.5,3.5,21.2
901,2023-06-21,38057.1,2.0,15.2,3.6,22.9
902,2023-06-22,36995.5,352.0,0.1,6.3,25.1
903,2023-06-23,54773.7,367.0,0.0,3.9,25.5
904,2023-06-24,26185.7,532.0,0.0,5.3,25.1
905,2023-06-25,47117.9,412.0,0.0,3.6,26.2
906,2023-06-26,22421.1,10.0,10.6,4.8,26.8
907,2023-06-27,36797.9,256.0,0.1,2.9,24.7
908,2023-06-28,31652.4,307.0,0.0,5.2,26.9
909,2023-06-29,36952.3,0.0,0.8,4.9,24.2
910,2023-06-30,63552.9,295.0,2.0,3.9,23.7
911,2023-07-01,40927.7,523.0,0.0,4.5,21.1
912,2023-07-02,57399.6,133.0,19.5,4.4,16.7
913,2023-07-03,25007.2,84.0,1.9000000000000001,4.7,19.9
914,2023-07-04,28063.7,32.0,0.4,3.2,17.8
915,2023-07-05,39286.3,139.0,0.39999999999999997,4.7,19.5
916,2023-07-06,32096.7,178.0,9.5,4.4,17.2
