,ds,y,sunshine_amount,rain_sum,windspeed,air_temperature,day_of_week,month,heavy_rain_fall_weekend,heavy_rain_winter_weekday,heavy_rain_winter_weekend,non_heavy_rain_fall_weekend,fellesferie,is_may,covid_restriction_christmas,week_number,custom_regressor,fall_start,covid_loose_fall21,christmas_shopping,days_since_last,days_until_next,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6
515,2022-05-31,34536.3,126.7,0.0,7.2,14.1,1,5,0,0,0,0,False,True,False,22,0.0,False,False,False,0,0,False,True,False,False,False,False,False
516,2022-06-01,44442.5,40.2,0.0,6.8,12.7,2,6,0,0,0,0,False,False,False,22,0.0,False,False,False,1,29,False,False,True,False,False,False,False
517,2022-06-02,48350.4,40.2,0.7,6.0,11.3,3,6,0,0,0,0,False,False,False,22,0.0,False,False,False,2,28,False,False,False,True,False,False,False
518,2022-06-03,61661.7,440.0,0.0,10.9,12.8,4,6,0,0,0,0,False,False,False,22,0.0,False,False,False,3,27,False,False,False,False,True,False,False
519,2022-06-04,99601.5,593.3,0.0,8.3,14.2,5,6,0,0,0,0,False,False,False,22,0.0,False,False,False,4,26,False,False,False,False,False,True,False
520,2022-06-05,58831.1,420.0,0.0,7.7,16.0,6,6,0,0,0,0,False,False,False,22,0.0,False,False,False,5,25,False,False,False,False,False,False,True
521,2022-06-06,91324.7,326.7,0.0,7.6,20.6,0,6,0,0,0,0,False,False,False,23,0.0,False,False,False,0,24,True,False,False,False,False,False,False
522,2022-06-07,39121.6,60.2,2.3,6.2,18.7,1,6,0,0,0,0,False,False,False,23,0.0,False,False,False,0,23,False,True,False,False,False,False,False
523,2022-06-08,39796.6,40.2,0.0,5.1,16.0,2,6,0,0,0,0,False,False,False,23,0.0,False,False,False,0,22,False,False,True,False,False,False,False
524,2022-06-09,31311.2,40.2,0.0,4.6,13.3,3,6,0,0,0,0,False,False,False,23,0.0,False,False,False,0,21,False,False,False,True,False,False,False
525,2022-06-10,116750.9,160.1,0.4,8.6,17.2,4,6,0,0,0,0,False,False,False,23,0.0,False,False,False,0,20,False,False,False,False,True,False,False
526,2022-06-11,172290.7,73.7,0.30000000000000004,8.9,16.8,5,6,0,0,0,0,False,False,False,23,0.0,False,False,False,0,19,False,False,False,False,False,True,False
527,2022-06-12,53133.6,60.1,0.1,6.8,14.1,6,6,0,0,0,0,False,False,False,23,0.0,False,False,False,0,18,False,False,False,False,False,False,True
528,2022-06-13,37820.5,40.2,0.6000000000000001,8.5,13.1,0,6,0,0,0,0,False,False,False,24,0.0,False,False,False,0,17,True,False,False,False,False,False,False
529,2022-06-14,88466.7,86.80000000000001,0.0,6.6,14.9,1,6,0,0,0,0,False,False,False,24,0.0,False,False,False,0,16,False,True,False,False,False,False,False
530,2022-06-15,89895.5,106.80000000000001,0.0,5.6,14.7,2,6,0,0,0,0,False,False,False,24,0.0,False,False,False,0,15,False,False,True,False,False,False,False
531,2022-06-16,52996.2,253.29999999999998,0.0,5.0,19.5,3,6,0,0,0,0,False,False,False,24,0.0,False,False,False,0,14,False,False,False,True,False,False,False
532,2022-06-17,75790.1,60.300000000000004,10.0,8.3,16.5,4,6,0,0,0,0,False,False,False,24,0.0,False,False,False,0,13,False,False,False,False,True,False,False
533,2022-06-18,114034.5,266.6,0.4,8.1,14.9,5,6,0,0,0,0,False,False,False,24,0.0,False,False,False,0,12,False,False,False,False,False,True,False
534,2022-06-19,30284.7,113.4,12.8,6.4,15.0,6,6,0,0,0,0,False,False,False,24,0.0,False,False,False,0,11,False,False,False,False,False,False,True
535,2022-06-20,44498.0,233.4,0.0,8.4,17.1,0,6,0,0,0,0,False,False,False,25,0.0,False,False,False,0,10,True,False,False,False,False,False,False
536,2022-06-21,35528.5,40.2,2.1,4.2,14.3,1,6,0,0,0,0,False,False,False,25,0.0,False,False,False,0,9,False,True,False,False,False,False,False
537,2022-06-22,51871.4,40.2,0.0,4.6,15.0,2,6,0,0,0,0,False,False,False,25,0.0,False,False,False,0,8,False,False,True,False,False,False,False
538,2022-06-23,39527.2,220.1,0.1,8.5,16.8,3,6,0,0,0,0,False,False,False,25,0.0,False,False,False,0,7,False,False,False,True,False,False,False
539,2022-06-24,59489.5,373.4,0.8999999999999999,9.5,28.4,4,6,0,0,0,0,False,False,False,25,0.0,False,False,False,0,6,False,False,False,False,True,False,False
540,2022-06-25,97500.9,486.6,0.0,7.4,24.1,5,6,0,0,0,0,False,False,False,25,0.0,False,False,False,0,5,False,False,False,False,False,True,False
541,2022-06-26,52953.8,120.1,3.5,5.9,21.6,6,6,0,0,0,0,False,False,False,25,0.0,False,False,False,0,4,False,False,False,False,False,False,True
542,2022-06-27,33846.3,120.0,0.0,5.7,22.5,0,6,0,0,0,0,False,False,False,26,0.0,False,False,False,0,3,True,False,False,False,False,False,False
543,2022-06-28,31639.8,360.0,0.0,4.8,21.2,1,6,0,0,0,0,False,False,False,26,0.0,False,False,False,0,2,False,True,False,False,False,False,False
544,2022-06-29,56109.1,360.0,0.0,5.6,24.7,2,6,0,0,0,0,False,False,False,26,0.0,False,False,False,0,1,False,False,True,False,False,False,False
545,2022-06-30,60576.3,360.0,0.0,6.5,27.7,3,6,0,0,0,0,False,False,False,26,0.0,False,False,False,0,0,False,False,False,True,False,False,False
546,2022-07-01,66794.1,60.300000000000004,6.7,8.0,29.1,4,7,0,0,0,0,False,False,False,26,0.0,False,False,False,1,28,False,False,False,False,True,False,False
547,2022-07-02,109500.5,87.0,2.5,7.6,19.2,5,7,0,0,0,0,False,False,False,26,0.0,False,False,False,2,27,False,False,False,False,False,True,False
548,2022-07-03,52640.5,386.7,0.0,6.2,16.7,6,7,0,0,0,0,False,False,False,26,0.0,False,False,False,3,26,False,False,False,False,False,False,True
549,2022-07-04,43169.4,93.4,2.8,7.0,15.2,0,7,0,0,0,0,False,False,False,27,0.0,False,False,False,4,25,True,False,False,False,False,False,False
550,2022-07-05,36297.6,119.89999999999999,1.3,7.4,14.7,1,7,0,0,0,0,True,False,False,27,0.0,False,False,False,5,24,False,True,False,False,False,False,False
551,2022-07-06,39484.7,40.2,11.4,6.4,13.5,2,7,0,0,0,0,True,False,False,27,0.0,False,False,False,0,23,False,False,True,False,False,False,False
552,2022-07-07,44592.1,253.3,0.1,9.3,17.0,3,7,0,0,0,0,True,False,False,27,0.0,False,False,False,0,22,False,False,False,True,False,False,False
553,2022-07-08,46883.6,100.3,1.6,6.9,15.3,4,7,0,0,0,0,True,False,False,27,0.0,False,False,False,0,21,False,False,False,False,True,False,False
554,2022-07-09,84415.7,186.8,0.5,8.1,14.8,5,7,0,0,0,0,True,False,False,27,0.0,False,False,False,0,20,False,False,False,False,False,True,False
555,2022-07-10,42948.2,280.0,0.0,6.5,16.7,6,7,0,0,0,0,True,False,False,27,0.0,False,False,False,0,19,False,False,False,False,False,False,True
556,2022-07-11,42657.7,140.1,0.0,4.1,19.8,0,7,0,0,0,0,True,False,False,28,0.0,False,False,False,0,18,True,False,False,False,False,False,False
557,2022-07-12,31110.2,87.0,0.0,7.5,20.5,1,7,0,0,0,0,True,False,False,28,0.0,False,False,False,0,17,False,True,False,False,False,False,False
558,2022-07-13,61793.1,106.9,1.7,6.6,15.3,2,7,0,0,0,0,True,False,False,28,0.0,False,False,False,0,16,False,False,True,False,False,False,False
559,2022-07-14,54293.0,346.7,0.5,7.4,13.8,3,7,0,0,0,0,True,False,False,28,0.0,False,False,False,0,15,False,False,False,True,False,False,False
560,2022-07-15,67996.3,233.39999999999998,0.1,7.8,14.9,4,7,0,0,0,0,True,False,False,28,0.0,False,False,False,0,14,False,False,False,False,True,False,False
561,2022-07-16,84030.9,506.7,0.0,10.5,15.3,5,7,0,0,0,0,True,False,False,28,0.0,False,False,False,0,13,False,False,False,False,False,True,False
562,2022-07-17,52194.0,67.0,5.4,4.9,15.5,6,7,0,0,0,0,True,False,False,28,0.0,False,False,False,0,12,False,False,False,False,False,False,True
563,2022-07-18,59790.0,206.8,0.0,5.3,18.8,0,7,0,0,0,0,True,False,False,29,0.0,False,False,False,0,11,True,False,False,False,False,False,False
564,2022-07-19,35964.6,406.6,0.0,8.8,26.4,1,7,0,0,0,0,True,False,False,29,0.0,False,False,False,0,10,False,True,False,False,False,False,False
565,2022-07-20,83731.0,200.1,0.0,7.5,27.0,2,7,0,0,0,0,True,False,False,29,0.0,False,False,False,0,9,False,False,True,False,False,False,False
566,2022-07-21,48479.5,480.0,0.0,11.7,17.4,3,7,0,0,0,0,True,False,False,29,0.0,False,False,False,0,8,False,False,False,True,False,False,False
567,2022-07-22,67100.9,500.0,0.0,7.7,18.1,4,7,0,0,0,0,True,False,False,29,0.0,False,False,False,0,7,False,False,False,False,True,False,False
568,2022-07-23,92945.5,200.2,0.0,5.8,15.4,5,7,0,0,0,0,True,False,False,29,0.0,False,False,False,0,6,False,False,False,False,False,True,False
569,2022-07-24,46260.0,60.300000000000004,2.0,9.1,18.0,6,7,0,0,0,0,True,False,False,29,0.0,False,False,False,0,5,False,False,False,False,False,False,True
570,2022-07-25,54408.3,60.300000000000004,1.8,8.1,18.0,0,7,0,0,0,0,True,False,False,30,0.0,False,False,False,0,4,True,False,False,False,False,False,False
571,2022-07-26,48944.5,73.60000000000001,0.6,12.6,12.8,1,7,0,0,0,0,True,False,False,30,0.0,False,False,False,0,3,False,True,False,False,False,False,False
572,2022-07-27,56123.9,373.5,0.0,9.7,13.8,2,7,0,0,0,0,True,False,False,30,0.0,False,False,False,0,2,False,False,True,False,False,False,False
573,2022-07-28,53910.5,360.0,0.1,6.4,17.2,3,7,0,0,0,0,True,False,False,30,0.0,False,False,False,0,1,False,False,False,True,False,False,False
574,2022-07-29,66717.8,386.7,0.0,7.4,17.0,4,7,0,0,0,0,True,False,False,30,0.0,False,False,False,0,0,False,False,False,False,True,False,False
575,2022-07-30,77061.5,186.9,0.0,7.3,18.0,5,7,0,0,0,0,True,False,False,30,0.0,False,False,False,1,32,False,False,False,False,False,True,False
576,2022-07-31,43612.2,286.7,0.30000000000000004,7.9,16.3,6,7,0,0,0,0,True,False,False,30,0.0,False,False,False,2,31,False,False,False,False,False,False,True
577,2022-08-01,46818.6,206.7,0.0,7.8,15.8,0,8,0,0,0,0,True,False,False,31,0.0,False,False,False,3,30,True,False,False,False,False,False,False
578,2022-08-02,42096.8,33.5,3.2,10.7,17.4,1,8,0,0,0,0,True,False,False,31,0.0,False,False,False,4,29,False,True,False,False,False,False,False
579,2022-08-03,50982.7,60.2,0.1,8.6,19.2,2,8,0,0,0,0,True,False,False,31,0.0,False,False,False,5,28,False,False,True,False,False,False,False
580,2022-08-04,58436.0,120.2,0.4,8.3,18.4,3,8,0,0,0,0,True,False,False,31,0.0,False,False,False,0,27,False,False,False,True,False,False,False
581,2022-08-05,59718.8,326.5,0.2,7.6,15.9,4,8,0,0,0,0,True,False,False,31,0.0,False,False,False,0,26,False,False,False,False,True,False,False
582,2022-08-06,92133.4,120.2,0.30000000000000004,9.9,15.1,5,8,0,0,0,0,False,False,False,31,0.0,False,False,False,0,25,False,False,False,False,False,True,False
583,2022-08-07,49527.6,40.2,6.8,5.4,14.9,6,8,0,0,0,0,False,False,False,31,0.0,False,False,False,0,24,False,False,False,False,False,False,True
584,2022-08-08,49888.8,140.0,0.0,4.9,17.6,0,8,0,0,0,0,False,False,False,32,0.0,True,False,False,0,23,True,False,False,False,False,False,False
585,2022-08-09,36684.5,160.0,0.0,4.6,18.4,1,8,0,0,0,0,False,False,False,32,0.0,True,False,False,0,22,False,True,False,False,False,False,False
586,2022-08-10,50778.5,299.9,0.0,7.4,21.3,2,8,0,0,0,0,False,False,False,32,0.0,True,False,False,0,21,False,False,True,False,False,False,False
587,2022-08-11,49175.7,293.3,0.0,7.7,22.0,3,8,0,0,0,0,False,False,False,32,0.0,True,False,False,0,20,False,False,False,True,False,False,False
588,2022-08-12,70755.3,540.0,0.0,4.6,19.0,4,8,0,0,0,0,False,False,False,32,0.0,True,False,False,0,19,False,False,False,False,True,False,False
589,2022-08-13,99337.9,660.0,0.0,4.6,21.4,5,8,0,0,0,0,False,False,False,32,0.0,True,False,False,0,18,False,False,False,False,False,True,False
590,2022-08-14,38193.4,220.0,0.0,5.6,27.3,6,8,0,0,0,0,False,False,False,32,0.0,True,False,False,0,17,False,False,False,False,False,False,True
591,2022-08-15,56942.4,80.0,0.0,7.0,25.2,0,8,0,0,0,0,False,False,False,33,0.0,True,False,False,0,16,True,False,False,False,False,False,False
592,2022-08-16,88931.5,40.2,1.6,6.5,21.9,1,8,0,0,0,0,False,False,False,33,0.0,True,False,False,0,15,False,True,False,False,False,False,False
593,2022-08-17,84797.4,40.2,0.0,8.5,17.0,2,8,0,0,0,0,False,False,False,33,0.0,True,False,False,0,14,False,False,True,False,False,False,False
594,2022-08-18,91637.6,153.4,0.0,4.8,16.0,3,8,0,0,0,0,False,False,False,33,0.0,True,False,False,0,13,False,False,False,True,False,False,False
595,2022-08-19,102906.3,93.60000000000001,4.8,8.8,17.6,4,8,0,0,0,0,False,False,False,33,0.0,True,False,False,0,12,False,False,False,False,True,False,False
596,2022-08-20,130281.6,160.2,3.2,8.3,19.2,5,8,0,0,0,0,False,False,False,33,0.0,True,False,False,0,11,False,False,False,False,False,True,False
597,2022-08-21,59092.8,206.7,1.6,7.6,17.8,6,8,0,0,0,0,False,False,False,33,0.0,True,False,False,0,10,False,False,False,False,False,False,True
598,2022-08-22,32964.2,86.8,0.0,4.1,18.1,0,8,0,0,0,0,False,False,False,34,5.559060566555516e-18,False,False,False,0,9,True,False,False,False,False,False,False
599,2022-08-23,35885.5,93.5,0.0,9.4,22.4,1,8,0,0,0,0,False,False,False,34,5.559060566555516e-18,False,False,False,0,8,False,True,False,False,False,False,False
600,2022-08-24,48681.4,66.8,0.0,11.8,23.2,2,8,0,0,0,0,False,False,False,34,5.559060566555516e-18,False,False,False,0,7,False,False,True,False,False,False,False
601,2022-08-25,48390.5,73.3,0.0,10.1,23.2,3,8,0,0,0,0,False,False,False,34,5.559060566555516e-18,False,False,False,0,6,False,False,False,True,False,False,False
602,2022-08-26,107377.5,266.8,1.0,8.3,20.6,4,8,0,0,0,0,False,False,False,34,5.559060566555516e-18,False,False,False,0,5,False,False,False,False,True,False,False
603,2022-08-27,164855.4,653.3,0.0,10.4,17.4,5,8,0,0,0,0,False,False,False,34,5.559060566555516e-18,False,False,False,0,4,False,False,False,False,False,True,False
604,2022-08-28,71813.9,420.0,0.2,9.4,17.6,6,8,0,0,0,0,False,False,False,34,5.559060566555516e-18,False,False,False,0,3,False,False,False,False,False,False,True
605,2022-08-29,42836.0,360.0,0.0,4.4,18.5,0,8,0,0,0,0,False,False,False,35,1.6677181699666547e-18,False,False,False,0,2,True,False,False,False,False,False,False
606,2022-08-30,50052.1,360.0,0.0,4.3,17.4,1,8,0,0,0,0,False,False,False,35,1.6677181699666547e-18,False,False,False,0,1,False,True,False,False,False,False,False
607,2022-08-31,100264.6,306.7,0.0,4.9,19.1,2,8,0,0,0,0,False,False,False,35,1.6677181699666547e-18,False,False,False,0,0,False,False,True,False,False,False,False
608,2022-09-01,45659.9,360.0,0.0,4.7,18.2,3,9,0,0,0,0,False,False,False,35,1.6677181699666547e-18,False,False,False,1,29,False,False,False,True,False,False,False
609,2022-09-02,81756.8,513.3,0.0,4.7,19.6,4,9,0,0,0,1,False,False,False,35,1.6677181699666547e-18,False,False,False,2,28,False,False,False,False,True,False,False
610,2022-09-03,114395.3,313.5,0.0,5.6,21.5,5,9,0,0,0,1,False,False,False,35,1.6677181699666547e-18,False,False,False,3,27,False,False,False,False,False,True,False
611,2022-09-04,42808.8,266.7,0.0,7.3,21.5,6,9,0,0,0,0,False,False,False,35,1.6677181699666547e-18,False,False,False,4,26,False,False,False,False,False,False,True
612,2022-09-05,33845.0,46.8,0.0,9.1,20.2,0,9,0,0,0,0,False,False,False,36,5.003154509899964e-19,False,False,False,5,25,True,False,False,False,False,False,False
613,2022-09-06,40720.0,360.0,0.0,7.4,21.0,1,9,0,0,0,0,False,False,False,36,5.003154509899964e-19,False,False,False,0,24,False,True,False,False,False,False,False
614,2022-09-07,40415.9,40.2,2.1,5.1,17.1,2,9,0,0,0,0,False,False,False,36,5.003154509899964e-19,False,False,False,0,23,False,False,True,False,False,False,False
615,2022-09-08,49177.6,133.4,0.0,7.6,19.5,3,9,0,0,0,0,False,False,False,36,5.003154509899964e-19,False,False,False,0,22,False,False,False,True,False,False,False
616,2022-09-09,68066.7,60.300000000000004,0.0,9.0,16.8,4,9,0,0,0,1,False,False,False,36,5.003154509899964e-19,False,False,False,0,21,False,False,False,False,True,False,False
617,2022-09-10,89823.2,153.5,0.0,3.6,18.0,5,9,0,0,0,1,False,False,False,36,5.003154509899964e-19,False,False,False,0,20,False,False,False,False,False,True,False
618,2022-09-11,58059.3,213.4,0.0,4.4,17.4,6,9,0,0,0,0,False,False,False,36,5.003154509899964e-19,False,False,False,0,19,False,False,False,False,False,False,True
619,2022-09-12,22035.9,40.2,9.7,10.9,16.3,0,9,0,0,0,0,False,False,False,37,0.0,False,False,False,0,18,True,False,False,False,False,False,False
620,2022-09-13,19640.5,46.800000000000004,5.0,13.4,15.4,1,9,0,0,0,0,False,False,False,37,0.0,False,False,False,0,17,False,True,False,False,False,False,False
621,2022-09-14,32121.6,113.39999999999999,2.8,10.2,14.0,2,9,0,0,0,0,False,False,False,37,0.0,False,False,False,0,16,False,False,True,False,False,False,False
622,2022-09-15,25297.5,46.8,4.4,14.9,12.7,3,9,0,0,0,0,False,False,False,37,0.0,False,False,False,0,15,False,False,False,True,False,False,False
623,2022-09-16,71256.5,359.9,0.0,13.5,15.0,4,9,0,0,0,1,False,False,False,37,0.0,False,False,False,0,14,False,False,False,False,True,False,False
624,2022-09-17,111993.3,466.7,0.0,12.4,13.3,5,9,0,0,0,1,False,False,False,37,0.0,False,False,False,0,13,False,False,False,False,False,True,False
625,2022-09-18,39821.8,400.0,0.0,8.9,15.1,6,9,0,0,0,0,False,False,False,37,0.0,False,False,False,0,12,False,False,False,False,False,False,True
626,2022-09-19,27792.5,360.0,0.0,8.9,14.2,0,9,0,0,0,0,False,False,False,38,0.0,False,False,False,0,11,True,False,False,False,False,False,False
627,2022-09-20,30185.1,360.0,0.0,3.8,14.1,1,9,0,0,0,0,False,False,False,38,0.0,False,False,False,0,10,False,True,False,False,False,False,False
628,2022-09-21,28202.8,206.7,0.0,4.2,15.3,2,9,0,0,0,0,False,False,False,38,0.0,False,False,False,0,9,False,False,True,False,False,False,False
629,2022-09-22,33917.7,40.2,16.2,10.4,15.7,3,9,0,0,0,0,False,False,False,38,0.0,False,False,False,0,8,False,False,False,True,False,False,False
630,2022-09-23,62163.8,479.9,8.9,9.0,14.8,4,9,0,0,0,0,False,False,False,38,0.0,False,False,False,0,7,False,False,False,False,True,False,False
631,2022-09-24,99534.5,660.0,0.0,7.9,14.7,5,9,0,0,0,1,False,False,False,38,0.0,False,False,False,0,6,False,False,False,False,False,True,False
632,2022-09-25,37716.9,46.9,7.5,6.8,12.3,6,9,0,0,0,0,False,False,False,38,0.0,False,False,False,0,5,False,False,False,False,False,False,True
633,2022-09-26,24452.6,60.1,2.8,7.4,13.5,0,9,0,0,0,0,False,False,False,39,0.0,False,False,False,0,4,True,False,False,False,False,False,False
634,2022-09-27,21576.7,46.8,0.7,4.4,12.1,1,9,0,0,0,0,False,False,False,39,0.0,False,False,False,0,3,False,True,False,False,False,False,False
635,2022-09-28,31039.3,226.6,0.0,7.1,15.9,2,9,0,0,0,0,False,False,False,39,0.0,False,False,False,0,2,False,False,True,False,False,False,False
636,2022-09-29,26151.1,360.0,0.0,5.3,15.3,3,9,0,0,0,0,False,False,False,39,0.0,False,False,False,0,1,False,False,False,True,False,False,False
637,2022-09-30,53242.4,200.1,3.5,11.1,14.5,4,9,0,0,0,0,False,False,False,39,0.0,False,False,False,0,0,False,False,False,False,True,False,False
638,2022-10-01,98322.2,0.0,1.1,10.1,15.3,5,10,0,0,0,0,False,False,False,39,0.0,False,False,False,1,30,False,False,False,False,False,True,False
639,2022-10-02,30338.3,0.0,1.2,8.4,14.3,6,10,0,0,0,0,False,False,False,39,0.0,False,False,False,2,29,False,False,False,False,False,False,True
640,2022-10-03,26580.3,0.0,0.0,7.2,14.6,0,10,0,0,0,0,False,False,False,40,0.0,False,False,False,3,28,True,False,False,False,False,False,False
641,2022-10-04,18871.6,0.0,12.4,11.1,15.2,1,10,0,0,0,0,False,False,False,40,0.0,False,False,False,4,27,False,True,False,False,False,False,False
642,2022-10-05,25334.2,0.0,12.799999999999999,9.6,14.6,2,10,0,0,0,0,False,False,False,40,0.0,False,False,False,5,26,False,False,True,False,False,False,False
643,2022-10-06,33084.0,0.0,5.5,12.1,14.3,3,10,0,0,0,0,False,False,False,40,0.0,False,False,False,0,25,False,False,False,True,False,False,False
644,2022-10-07,48752.3,0.0,6.8,10.6,13.9,4,10,0,0,0,0,False,False,False,40,0.0,False,False,False,0,24,False,False,False,False,True,False,False
645,2022-10-08,88288.5,0.0,0.8,7.8,12.0,5,10,0,0,0,0,False,False,False,40,0.0,False,False,False,0,23,False,False,False,False,False,True,False
646,2022-10-09,34847.3,0.0,0.0,11.1,13.7,6,10,0,0,0,0,False,False,False,40,0.0,False,False,False,0,22,False,False,False,False,False,False,True
647,2022-10-10,29925.0,0.0,0.7,11.0,12.9,0,10,0,0,0,0,False,False,False,41,0.0,False,False,False,0,21,True,False,False,False,False,False,False
648,2022-10-11,33166.0,0.0,0.30000000000000004,11.8,11.2,1,10,0,0,0,0,False,False,False,41,0.0,False,False,False,0,20,False,True,False,False,False,False,False
649,2022-10-12,27032.0,0.0,12.9,8.9,12.4,2,10,0,0,0,0,False,False,False,41,0.0,False,False,False,0,19,False,False,True,False,False,False,False
650,2022-10-13,38057.9,0.0,0.6,6.1,12.4,3,10,0,0,0,0,False,False,False,41,0.0,False,False,False,0,18,False,False,False,True,False,False,False
651,2022-10-14,63711.4,0.0,4.3,8.1,12.3,4,10,0,0,0,0,False,False,False,41,0.0,False,False,False,0,17,False,False,False,False,True,False,False
652,2022-10-15,106936.5,0.0,10.2,10.3,10.6,5,10,1,0,0,0,False,False,False,41,0.0,False,False,False,0,16,False,False,False,False,False,True,False
653,2022-10-16,34459.9,0.0,3.8000000000000003,10.8,11.4,6,10,0,0,0,0,False,False,False,41,0.0,False,False,False,0,15,False,False,False,False,False,False,True
654,2022-10-17,20655.7,0.0,4.0,9.8,12.0,0,10,0,0,0,0,False,False,False,42,0.0,False,False,False,0,14,True,False,False,False,False,False,False
655,2022-10-18,26459.1,0.0,6.6,9.3,12.9,1,10,0,0,0,0,False,False,False,42,0.0,False,False,False,0,13,False,True,False,False,False,False,False
656,2022-10-19,31234.8,0.0,0.0,3.8,9.7,2,10,0,0,0,0,False,False,False,42,0.0,False,False,False,0,12,False,False,True,False,False,False,False
657,2022-10-20,34990.5,0.0,0.0,5.4,11.4,3,10,0,0,0,0,False,False,False,42,0.0,False,False,False,0,11,False,False,False,True,False,False,False
658,2022-10-21,84051.2,0.0,0.0,4.3,12.5,4,10,0,0,0,1,False,False,False,42,0.0,False,False,False,0,10,False,False,False,False,True,False,False
659,2022-10-22,147711.8,0.0,7.800000000000001,2.1,11.1,5,10,0,0,0,0,False,False,False,42,0.0,False,False,False,0,9,False,False,False,False,False,True,False
660,2022-10-23,37021.4,0.0,1.7,5.1,14.8,6,10,0,0,0,0,False,False,False,42,0.0,False,False,False,0,8,False,False,False,False,False,False,True
661,2022-10-24,12096.5,0.0,0.3,6.9,15.4,0,10,0,0,0,0,False,False,False,43,0.0,False,False,False,0,7,True,False,False,False,False,False,False
662,2022-10-25,18862.0,0.0,0.0,4.2,12.8,1,10,0,0,0,0,False,False,False,43,0.0,False,False,False,0,6,False,True,False,False,False,False,False
663,2022-10-26,27963.9,0.0,3.0,8.6,13.6,2,10,0,0,0,0,False,False,False,43,0.0,False,False,False,0,5,False,False,True,False,False,False,False
664,2022-10-27,24031.7,0.0,1.9,7.0,14.2,3,10,0,0,0,0,False,False,False,43,0.0,False,False,False,0,4,False,False,False,True,False,False,False
665,2022-10-28,59365.0,0.0,7.8,8.3,15.6,4,10,0,0,0,0,False,False,False,43,0.0,False,False,False,0,3,False,False,False,False,True,False,False
666,2022-10-29,104833.6,0.0,0.0,5.1,13.3,5,10,0,0,0,1,False,False,False,43,0.0,False,False,False,0,2,False,False,False,False,False,True,False
667,2022-10-30,31628.8,0.0,4.8,6.9,15.8,6,10,0,0,0,0,False,False,False,43,0.0,False,False,False,0,1,False,False,False,False,False,False,True
668,2022-10-31,15574.8,0.0,0.7,7.8,13.9,0,10,0,0,0,0,False,False,False,44,0.0,False,False,False,0,0,True,False,False,False,False,False,False
669,2022-11-01,17903.7,0.0,5.7,14.1,14.9,1,11,0,0,0,0,False,False,False,44,0.0,False,False,False,1,29,False,True,False,False,False,False,False
670,2022-11-02,27020.6,0.0,3.5,10.9,12.2,2,11,0,0,0,0,False,False,False,44,0.0,False,False,False,2,28,False,False,True,False,False,False,False
671,2022-11-03,23238.1,0.0,17.2,13.2,12.4,3,11,0,0,0,0,False,False,False,44,0.0,False,False,False,3,27,False,False,False,True,False,False,False
672,2022-11-04,96909.0,0.0,24.0,7.1,8.8,4,11,1,0,0,0,False,False,False,44,0.0,False,False,False,4,26,False,False,False,False,True,False,False
673,2022-11-05,130473.2,0.0,1.1,5.0,10.7,5,11,0,0,0,0,False,False,False,44,0.0,False,False,False,5,25,False,False,False,False,False,True,False
674,2022-11-06,24046.6,0.0,5.4,5.7,11.9,6,11,0,0,0,0,False,False,False,44,0.0,False,False,False,0,24,False,False,False,False,False,False,True
675,2022-11-07,24389.5,0.0,7.2,5.4,11.1,0,11,0,0,0,0,False,False,False,45,0.0,False,False,False,0,23,True,False,False,False,False,False,False
676,2022-11-08,20118.8,0.0,4.3,10.4,13.3,1,11,0,0,0,0,False,False,False,45,0.0,False,False,False,0,22,False,True,False,False,False,False,False
677,2022-11-09,19546.6,0.0,1.1,8.5,12.3,2,11,0,0,0,0,False,False,False,45,0.0,False,False,False,0,21,False,False,True,False,False,False,False
678,2022-11-10,26701.0,0.0,0.4,10.7,12.8,3,11,0,0,0,0,False,False,False,45,0.0,False,False,False,0,20,False,False,False,True,False,False,False
679,2022-11-11,59655.4,0.0,0.0,9.4,14.3,4,11,0,0,0,1,False,False,False,45,0.0,False,False,False,0,19,False,False,False,False,True,False,False
680,2022-11-12,97379.4,0.0,0.4,5.4,13.8,5,11,0,0,0,0,False,False,False,45,0.0,False,False,False,0,18,False,False,False,False,False,True,False
681,2022-11-13,22000.5,0.0,0.1,5.9,12.9,6,11,0,0,0,0,False,False,False,45,0.0,False,False,False,0,17,False,False,False,False,False,False,True
682,2022-11-14,29688.1,0.0,0.0,2.3,13.5,0,11,0,0,0,0,False,False,False,46,0.0,False,False,True,0,16,True,False,False,False,False,False,False
683,2022-11-15,40846.1,0.0,0.0,12.4,12.2,1,11,0,0,0,0,False,False,False,46,0.0,False,False,True,0,15,False,True,False,False,False,False,False
684,2022-11-16,32915.7,0.0,0.0,15.1,9.9,2,11,0,0,0,0,False,False,False,46,0.0,False,False,True,0,14,False,False,True,False,False,False,False
685,2022-11-17,35606.5,0.0,0.0,14.0,7.7,3,11,0,0,0,0,False,False,False,46,0.0,False,False,True,0,13,False,False,False,True,False,False,False
686,2022-11-18,82536.1,0.0,0.0,11.6,6.7,4,11,0,0,0,1,False,False,False,46,0.0,False,False,True,0,12,False,False,False,False,True,False,False
687,2022-11-19,102487.2,0.0,0.0,4.2,4.3,5,11,0,0,0,1,False,False,False,46,0.0,False,False,True,0,11,False,False,False,False,False,True,False
