,ds,cluster_label,sunshine_amount,fellesferie,is_may,covid_restriction_christmas,fall_start,covid_loose_fall21,christmas_shopping,rain_sum,windspeed,air_temperature,day_of_week,month,heavy_rain_fall_weekend,heavy_rain_winter_weekday,heavy_rain_winter_weekend,non_heavy_rain_fall_weekend,week_number,custom_regressor
222,2021-08-11,2.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,2,8,0,0,0,0,32,0.0
223,2021-08-12,2.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,3,8,0,0,0,0,32,0.0
224,2021-08-13,2.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,4,8,0,0,0,0,32,0.0
225,2021-08-14,2.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,5,8,0,0,0,0,32,0.0
226,2021-08-15,2.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,6,8,0,0,0,0,32,0.0
227,2021-08-16,6.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,0,8,0,0,0,0,33,0.0
228,2021-08-17,6.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,1,8,0,0,0,0,33,0.0
229,2021-08-18,6.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,2,8,0,0,0,0,33,0.0
230,2021-08-19,6.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,3,8,0,0,0,0,33,0.0
231,2021-08-20,6.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,4,8,0,0,0,0,33,0.0
232,2021-08-21,6.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,5,8,0,0,0,0,33,0.0
233,2021-08-22,6.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,6,8,0,0,0,0,33,0.0
234,2021-08-23,4.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,0,8,0,0,0,0,34,0.0
235,2021-08-24,4.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,1,8,0,0,0,0,34,0.0
236,2021-08-25,4.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,2,8,0,0,0,0,34,0.0
237,2021-08-26,4.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,3,8,0,0,0,0,34,0.0
238,2021-08-27,4.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,4,8,0,0,0,0,34,0.0
239,2021-08-28,4.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,5,8,0,0,0,0,34,0.0
240,2021-08-29,4.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,6,8,0,0,0,0,34,0.0
241,2021-08-30,5.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,0,8,0,0,0,0,35,0.0
242,2021-08-31,5.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,1,8,0,0,0,0,35,0.0
243,2021-09-01,5.0,360.0,False,False,False,False,False,False,0.0,10.1,17.1,2,9,0,0,0,0,35,0.0
244,2021-09-02,5.0,360.0,False,False,False,False,False,False,0.0,9.5,16.5,3,9,0,0,0,0,35,0.0
245,2021-09-03,5.0,393.4,False,False,False,False,False,False,0.1,9.2,16.4,4,9,0,0,0,0,35,0.0
246,2021-09-04,5.0,393.4,False,False,False,False,False,False,0.0,3.7,17.8,5,9,0,0,0,1,35,0.0
247,2021-09-05,5.0,53.5,False,False,False,False,False,False,0.0,5.8,17.6,6,9,0,0,0,0,35,0.0
248,2021-09-06,5.0,40.2,False,False,False,False,False,False,0.0,3.6,16.9,0,9,0,0,0,0,36,0.0
249,2021-09-07,5.0,33.5,False,False,False,False,False,False,0.0,4.9,17.9,1,9,0,0,0,0,36,0.0
250,2021-09-08,5.0,260.0,False,False,False,False,False,False,0.0,3.8,19.9,2,9,0,0,0,0,36,0.0
251,2021-09-09,5.0,306.7,False,False,False,False,False,False,0.0,3.6,21.8,3,9,0,0,0,0,36,0.0
252,2021-09-10,5.0,120.2,False,False,False,False,False,False,0.0,6.4,24.0,4,9,0,0,0,1,36,0.0
253,2021-09-11,5.0,73.7,False,False,False,False,False,False,0.0,5.6,17.2,5,9,0,0,0,1,36,0.0
254,2021-09-12,5.0,200.0,False,False,False,False,False,False,0.0,10.4,16.0,6,9,0,0,0,0,36,0.0
255,2021-09-13,1.0,313.3,False,False,False,False,False,False,0.0,5.3,16.8,0,9,0,0,0,0,37,0.0
256,2021-09-14,1.0,360.0,False,False,False,False,False,False,0.0,6.3,16.7,1,9,0,0,0,0,37,0.0
257,2021-09-15,1.0,40.2,False,False,False,False,False,False,3.3,3.5,16.9,2,9,0,0,0,0,37,0.0
258,2021-09-16,1.0,40.2,False,False,False,False,False,False,0.5,3.5,15.7,3,9,0,0,0,0,37,0.0
259,2021-09-17,1.0,220.2,False,False,False,False,False,False,0.0,5.7,16.3,4,9,0,0,0,1,37,0.0
260,2021-09-18,1.0,240.1,False,False,False,False,False,False,0.0,7.9,17.1,5,9,0,0,0,1,37,0.0
261,2021-09-19,1.0,120.2,False,False,False,False,False,False,0.0,9.1,15.1,6,9,0,0,0,0,37,0.0
262,2021-09-20,1.0,146.7,False,False,False,False,True,False,0.0,7.8,15.3,0,9,0,0,0,0,38,0.0
263,2021-09-21,1.0,60.2,False,False,False,False,True,False,2.5,7.9,15.0,1,9,0,0,0,0,38,0.0
264,2021-09-22,1.0,40.2,False,False,False,False,True,False,12.5,7.1,16.3,2,9,0,0,0,0,38,0.0
265,2021-09-23,1.0,73.4,False,False,False,False,True,False,2.6,14.3,12.7,3,9,0,0,0,0,38,0.0
266,2021-09-24,1.0,173.6,False,False,False,False,True,False,2.1,9.2,14.8,4,9,0,0,0,0,38,0.0
267,2021-09-25,1.0,413.4,False,False,False,False,True,False,0.4,9.5,15.3,5,9,0,0,0,0,38,0.0
268,2021-09-26,1.0,46.9,False,False,False,False,True,False,0.5,9.0,17.3,6,9,0,0,0,0,38,0.0
269,2021-09-27,1.0,140.1,False,False,False,False,True,False,8.4,12.0,19.8,0,9,0,0,0,0,39,0.0
270,2021-09-28,1.0,266.6,False,False,False,False,True,False,0.5,9.0,16.3,1,9,0,0,0,0,39,0.0
271,2021-09-29,1.0,126.80000000000001,False,False,False,False,True,False,0.5,10.6,17.6,2,9,0,0,0,0,39,0.0
272,2021-09-30,1.0,126.80000000000001,False,False,False,False,True,False,0.2,5.5,13.8,3,9,0,0,0,0,39,0.0
273,2021-10-01,1.0,0.0,False,False,False,False,True,False,18.0,8.8,15.2,4,10,1,0,0,0,39,0.0
274,2021-10-02,1.0,0.0,False,False,False,False,True,False,0.0,8.8,13.9,5,10,0,0,0,1,39,0.0
275,2021-10-03,1.0,0.0,False,False,False,False,True,False,2.8,13.3,15.4,6,10,0,0,0,0,39,0.0
276,2021-10-04,0.0,0.0,False,False,False,False,True,False,3.0,9.4,15.0,0,10,0,0,0,0,40,0.0
277,2021-10-05,0.0,0.0,False,False,False,False,True,False,4.0,7.4,16.4,1,10,0,0,0,0,40,0.0
278,2021-10-06,0.0,0.0,False,False,False,False,True,False,0.0,3.8,15.5,2,10,0,0,0,0,40,0.0
279,2021-10-07,0.0,0.0,False,False,False,False,True,False,0.0,9.0,14.5,3,10,0,0,0,0,40,0.0
280,2021-10-08,0.0,0.0,False,False,False,False,True,False,2.6,8.7,14.9,4,10,0,0,0,0,40,0.0
281,2021-10-09,0.0,0.0,False,False,False,False,True,False,0.0,8.7,16.0,5,10,0,0,0,1,40,0.0
282,2021-10-10,0.0,0.0,False,False,False,False,True,False,1.8,9.4,13.6,6,10,0,0,0,0,40,0.0
283,2021-10-11,1.0,0.0,False,False,False,False,True,False,6.2,11.7,11.1,0,10,0,0,0,0,41,0.0
284,2021-10-12,1.0,0.0,False,False,False,False,True,False,1.1,7.3,10.9,1,10,0,0,0,0,41,0.0
285,2021-10-13,1.0,0.0,False,False,False,False,True,False,1.5,8.4,12.2,2,10,0,0,0,0,41,0.0
286,2021-10-14,1.0,0.0,False,False,False,False,True,False,6.800000000000001,13.0,12.9,3,10,0,0,0,0,41,0.0
287,2021-10-15,1.0,0.0,False,False,False,False,True,False,4.0,13.5,10.4,4,10,0,0,0,0,41,0.0
288,2021-10-16,1.0,0.0,False,False,False,False,True,False,2.0,10.8,11.1,5,10,0,0,0,0,41,0.0
289,2021-10-17,1.0,0.0,False,False,False,False,True,False,0.0,4.4,10.0,6,10,0,0,0,0,41,0.0
290,2021-10-18,4.0,0.0,False,False,False,False,True,False,1.6,9.3,10.5,0,10,0,0,0,0,42,0.0
291,2021-10-19,4.0,0.0,False,False,False,False,True,False,2.2,9.5,13.2,1,10,0,0,0,0,42,0.0
292,2021-10-20,4.0,0.0,False,False,False,False,True,False,4.5,9.3,13.5,2,10,0,0,0,0,42,0.0
293,2021-10-21,4.0,0.0,False,False,False,False,True,False,6.0,14.6,8.3,3,10,0,0,0,0,42,0.0
294,2021-10-22,4.0,0.0,False,False,False,False,True,False,4.7,12.1,9.1,4,10,0,0,0,0,42,0.0
295,2021-10-23,4.0,0.0,False,False,False,False,True,False,0.1,8.5,10.6,5,10,0,0,0,0,42,0.0
296,2021-10-24,4.0,0.0,False,False,False,False,True,False,8.0,8.9,12.1,6,10,0,0,0,0,42,0.0
297,2021-10-25,1.0,0.0,False,False,False,False,True,False,4.3,8.2,12.4,0,10,0,0,0,0,43,0.0
298,2021-10-26,1.0,0.0,False,False,False,False,True,False,17.4,9.4,11.3,1,10,0,0,0,0,43,0.0
299,2021-10-27,1.0,0.0,False,False,False,False,True,False,12.8,8.9,13.1,2,10,0,0,0,0,43,0.0
300,2021-10-28,1.0,0.0,False,False,False,False,True,False,3.4,10.5,12.8,3,10,0,0,0,0,43,0.0
301,2021-10-29,1.0,0.0,False,False,False,False,True,False,1.6,11.9,14.4,4,10,0,0,0,0,43,0.0
302,2021-10-30,1.0,0.0,False,False,False,False,True,False,9.5,13.0,13.6,5,10,0,0,0,0,43,0.0
303,2021-10-31,1.0,0.0,False,False,False,False,True,False,0.3,11.3,12.5,6,10,0,0,0,0,43,0.0
304,2021-11-01,4.0,0.0,False,False,False,False,False,False,18.099999999999998,12.4,12.3,0,11,0,0,0,0,44,0.0
305,2021-11-02,4.0,0.0,False,False,False,False,False,False,2.3,7.3,11.4,1,11,0,0,0,0,44,0.0
306,2021-11-03,4.0,0.0,False,False,False,False,False,False,0.8,4.4,11.1,2,11,0,0,0,0,44,0.0
307,2021-11-04,4.0,0.0,False,False,False,False,False,False,0.0,3.8,10.2,3,11,0,0,0,0,44,0.0
308,2021-11-05,4.0,0.0,False,False,False,False,False,False,2.5,10.4,11.2,4,11,0,0,0,0,44,0.0
309,2021-11-06,4.0,0.0,False,False,False,False,False,False,29.2,10.1,11.1,5,11,1,0,0,0,44,0.0
310,2021-11-07,4.0,0.0,False,False,False,False,False,False,3.2,10.7,10.3,6,11,0,0,0,0,44,0.0
311,2021-11-08,1.0,0.0,False,False,False,False,False,False,0.6,10.2,8.8,0,11,0,0,0,0,45,0.0
312,2021-11-09,1.0,0.0,False,False,False,False,False,False,2.7,11.5,11.5,1,11,0,0,0,0,45,0.0
313,2021-11-10,1.0,0.0,False,False,False,False,False,False,0.0,7.2,10.7,2,11,0,0,0,0,45,0.0
314,2021-11-11,1.0,0.0,False,False,False,False,False,False,0.0,11.3,9.8,3,11,0,0,0,0,45,0.0
315,2021-11-12,1.0,0.0,False,False,False,False,False,False,0.1,9.6,10.5,4,11,0,0,0,0,45,0.0
316,2021-11-13,1.0,0.0,False,False,False,False,False,False,0.0,4.7,10.9,5,11,0,0,0,1,45,0.0
317,2021-11-14,1.0,0.0,False,False,False,False,False,False,0.0,7.7,8.6,6,11,0,0,0,0,45,0.0
318,2021-11-15,1.0,0.0,False,False,False,False,False,False,0.4,8.3,9.9,0,11,0,0,0,0,46,0.0
319,2021-11-16,1.0,0.0,False,False,False,False,False,False,7.4,9.2,9.9,1,11,0,0,0,0,46,0.0
320,2021-11-17,1.0,0.0,False,False,False,False,False,False,8.1,8.3,9.6,2,11,0,0,0,0,46,0.0
321,2021-11-18,1.0,0.0,False,False,False,False,False,False,2.7,8.0,11.3,3,11,0,0,0,0,46,0.0
322,2021-11-19,1.0,0.0,False,False,False,False,False,False,0.6000000000000001,10.6,11.9,4,11,0,0,0,0,46,0.0
323,2021-11-20,1.0,0.0,False,False,False,False,False,False,9.200000000000001,8.5,7.9,5,11,0,0,0,0,46,0.0
324,2021-11-21,1.0,0.0,False,False,False,False,False,False,0.0,7.9,6.2,6,11,0,0,0,0,46,0.0
325,2021-11-22,1.0,0.0,False,False,False,False,False,False,2.3,10.9,9.4,0,11,0,0,0,0,47,0.0
326,2021-11-23,1.0,0.0,False,False,False,False,False,False,0.9,8.4,9.2,1,11,0,0,0,0,47,0.0
327,2021-11-24,1.0,0.0,False,False,False,False,False,False,5.1,6.8,9.9,2,11,0,0,0,0,47,0.0
328,2021-11-25,1.0,0.0,False,False,False,False,False,False,1.1,10.7,7.4,3,11,0,0,0,0,47,0.0
329,2021-11-26,1.0,0.0,False,False,False,False,False,False,0.0,11.2,5.6,4,11,0,0,0,1,47,0.0
330,2021-11-27,1.0,0.0,False,False,False,False,False,False,0.2,4.9,4.5,5,11,0,0,0,0,47,0.0
331,2021-11-28,1.0,0.0,False,False,False,False,False,False,0.0,4.1,1.1,6,11,0,0,0,0,47,0.0
332,2021-11-29,0.0,0.0,False,False,False,False,False,False,0.6,14.1,5.9,0,11,0,0,0,0,48,0.0
333,2021-11-30,0.0,0.0,False,False,False,False,False,False,0.1,20.7,6.1,1,11,0,0,0,0,48,0.0
334,2021-12-01,0.0,0.0,False,False,False,False,False,False,0.0,4.2,2.1,2,12,0,0,0,0,48,0.0
335,2021-12-02,0.0,0.0,False,False,False,False,False,False,0.7999999999999999,6.9,2.2,3,12,0,0,0,0,48,0.0
336,2021-12-03,0.0,0.0,False,False,False,False,False,False,3.0000000000000004,8.1,1.5,4,12,0,0,0,0,48,0.0
337,2021-12-04,0.0,0.0,False,False,False,False,False,False,0.0,9.1,2.6,5,12,0,0,0,1,48,0.0
338,2021-12-05,0.0,0.0,False,False,False,False,False,False,0.0,9.3,1.1,6,12,0,0,0,0,48,0.0
339,2021-12-06,0.0,0.0,False,False,False,False,False,False,0.0,13.1,2.0,0,12,0,0,0,0,49,0.0
340,2021-12-07,0.0,0.0,False,False,False,False,False,False,0.0,11.8,3.6,1,12,0,0,0,0,49,0.0
341,2021-12-08,0.0,0.0,False,False,False,False,False,False,0.0,11.5,4.6,2,12,0,0,0,0,49,0.0
342,2021-12-09,0.0,0.0,False,False,False,False,False,False,0.0,11.4,4.9,3,12,0,0,0,0,49,0.0
343,2021-12-10,0.0,0.0,False,False,False,False,False,False,0.0,10.7,4.9,4,12,0,0,0,1,49,0.0
344,2021-12-11,0.0,0.0,False,False,False,False,False,False,0.0,8.2,4.1,5,12,0,0,0,1,49,0.0
345,2021-12-12,0.0,0.0,False,False,False,False,False,False,0.8999999999999999,8.9,7.4,6,12,0,0,0,0,49,0.0
346,2021-12-13,0.0,0.0,False,False,True,False,False,False,0.0,8.7,8.9,0,12,0,0,0,0,50,0.0
347,2021-12-14,0.0,0.0,False,False,True,False,False,False,7.0,8.0,8.6,1,12,0,0,0,0,50,0.0
348,2021-12-15,0.0,0.0,False,False,True,False,False,False,1.2,6.5,9.3,2,12,0,0,0,0,50,0.0
349,2021-12-16,0.0,0.0,False,False,True,False,False,False,0.0,6.6,8.7,3,12,0,0,0,0,50,0.0
350,2021-12-17,0.0,0.0,False,False,True,False,False,False,0.9,4.3,8.8,4,12,0,0,0,0,50,0.0
351,2021-12-18,0.0,0.0,False,False,True,False,False,False,0.8,9.3,8.8,5,12,0,0,0,0,50,0.0
352,2021-12-19,0.0,0.0,False,False,True,False,False,False,0.0,11.2,8.9,6,12,0,0,0,0,50,0.0
353,2021-12-20,3.0,0.0,False,False,True,False,False,False,0.0,3.0,0.2,0,12,0,0,0,0,51,0.0
354,2021-12-21,3.0,0.0,False,False,True,False,False,False,0.8,3.9,2.2,1,12,0,0,0,0,51,0.0
355,2021-12-22,3.0,0.0,False,False,True,False,False,False,0.1,5.6,3.4,2,12,0,0,0,0,51,0.0
356,2021-12-23,3.0,0.0,False,False,True,False,False,False,0.2,5.7,3.8,3,12,0,0,0,0,51,0.0
357,2021-12-24,3.0,0.0,False,False,True,False,False,False,0.0,4.9,1.0,4,12,0,0,0,1,51,0.0
358,2021-12-25,3.0,0.0,False,False,True,False,False,False,0.0,2.4,-1.0,5,12,0,0,0,1,51,0.0
359,2021-12-26,3.0,0.0,False,False,True,False,False,False,0.0,4.3,-1.8,6,12,0,0,0,0,51,0.0
360,2021-12-27,3.0,0.0,False,False,True,False,False,False,0.0,10.2,2.5,0,12,0,0,0,0,52,0.0
361,2021-12-28,3.0,0.0,False,False,True,False,False,False,0.5,5.6,3.1,1,12,0,0,0,0,52,0.0
362,2021-12-29,3.0,0.0,False,False,True,False,False,False,0.3,12.1,5.2,2,12,0,0,0,0,52,0.0
363,2021-12-30,3.0,0.0,False,False,True,False,False,False,3.7,12.9,8.1,3,12,0,0,0,0,52,0.0
364,2021-12-31,3.0,0.0,False,False,True,False,False,False,1.1,4.6,7.1,4,12,0,0,0,0,52,0.0
365,2022-01-01,3.0,0.0,False,False,True,False,False,False,1.4,11.3,8.7,5,1,0,0,0,0,52,0.0
366,2022-01-02,3.0,0.0,False,False,True,False,False,False,0.4,7.5,9.2,6,1,0,0,0,0,52,0.0
367,2022-01-03,3.0,0.0,False,False,True,False,False,False,0.5,9.5,7.5,0,1,0,0,0,0,1,0.0
368,2022-01-04,3.0,0.0,False,False,True,False,False,False,0.9,10.5,4.8,1,1,0,0,0,0,1,0.0
369,2022-01-05,3.0,0.0,False,False,True,False,False,False,0.5,9.9,4.7,2,1,0,0,0,0,1,0.0
370,2022-01-06,3.0,0.0,False,False,True,False,False,False,0.0,8.6,2.7,3,1,0,0,0,0,1,0.0
371,2022-01-07,3.0,0.0,False,False,True,False,False,False,1.4,8.9,4.4,4,1,0,0,0,0,1,0.0
372,2022-01-08,3.0,0.0,False,False,True,False,False,False,1.5,8.8,3.6,5,1,0,0,0,0,1,0.0
373,2022-01-09,3.0,0.0,False,False,True,False,False,False,0.0,7.9,4.3,6,1,0,0,0,0,1,0.0
374,2022-01-10,3.0,0.0,False,False,False,False,False,False,0.0,12.9,4.8,0,1,0,0,0,0,2,0.0
375,2022-01-11,3.0,0.0,False,False,False,False,False,False,0.0,13.1,7.6,1,1,0,0,0,0,2,0.0
376,2022-01-12,3.0,0.0,False,False,False,False,False,False,0.1,7.0,8.1,2,1,0,0,0,0,2,0.0
377,2022-01-13,3.0,0.0,False,False,False,False,False,False,0.4,10.4,8.4,3,1,0,0,0,0,2,0.0
378,2022-01-14,3.0,0.0,False,False,False,False,False,False,0.4,11.8,7.5,4,1,0,0,0,0,2,0.0
379,2022-01-15,3.0,0.0,False,False,False,False,False,False,1.2,5.9,5.5,5,1,0,0,0,0,2,0.0
380,2022-01-16,3.0,0.0,False,False,False,False,False,False,2.9000000000000004,13.1,7.2,6,1,0,0,0,0,2,0.0
381,2022-01-17,3.0,0.0,False,False,False,False,False,False,1.0,15.5,4.7,0,1,0,0,0,0,3,0.0
382,2022-01-18,3.0,0.0,False,False,False,False,False,False,0.0,5.7,6.8,1,1,0,0,0,0,3,0.0
383,2022-01-19,3.0,0.0,False,False,False,False,False,False,2.6,17.3,7.5,2,1,0,0,0,0,3,0.0
384,2022-01-20,3.0,0.0,False,False,False,False,False,False,0.0,16.5,1.8,3,1,0,0,0,0,3,0.0
385,2022-01-21,3.0,0.0,False,False,False,False,False,False,0.1,7.9,7.2,4,1,0,0,0,0,3,0.0
386,2022-01-22,3.0,0.0,False,False,False,False,False,False,0.9,6.2,7.4,5,1,0,0,0,0,3,0.0
387,2022-01-23,3.0,0.0,False,False,False,False,False,False,0.0,5.4,8.1,6,1,0,0,0,0,3,0.0
388,2022-01-24,3.0,0.0,False,False,False,False,False,False,0.2,6.9,7.9,0,1,0,0,0,0,4,0.0
389,2022-01-25,3.0,0.0,False,False,False,False,False,False,2.7,7.7,7.2,1,1,0,0,0,0,4,0.0
390,2022-01-26,3.0,0.0,False,False,False,False,False,False,7.5,10.6,7.9,2,1,0,0,0,0,4,0.0
391,2022-01-27,3.0,0.0,False,False,False,False,False,False,1.7,18.3,8.4,3,1,0,0,0,0,4,0.0
392,2022-01-28,3.0,0.0,False,False,False,False,False,False,19.3,10.3,7.3,4,1,0,0,1,0,4,0.0
393,2022-01-29,3.0,0.0,False,False,False,False,False,False,8.799999999999999,26.5,9.0,5,1,0,0,0,0,4,0.0
394,2022-01-30,3.0,0.0,False,False,False,False,False,False,0.0,22.8,5.9,6,1,0,0,0,0,4,0.0
395,2022-01-31,0.0,0.0,False,False,False,False,False,False,1.7999999999999998,9.9,3.5,0,1,0,0,0,0,5,0.0
396,2022-02-01,0.0,0.0,False,False,False,False,False,False,4.6,17.3,7.9,1,2,0,0,0,0,5,0.0
397,2022-02-02,0.0,0.0,False,False,False,False,False,False,0.8,13.0,4.7,2,2,0,0,0,0,5,0.0
398,2022-02-03,0.0,0.0,False,False,False,False,False,False,1.9000000000000001,10.3,7.6,3,2,0,0,0,0,5,0.0
399,2022-02-04,0.0,0.0,False,False,False,False,False,False,7.3999999999999995,10.6,7.4,4,2,0,0,0,0,5,0.0
400,2022-02-05,0.0,0.0,False,False,False,False,False,False,6.3,13.8,6.7,5,2,0,0,0,0,5,0.0
401,2022-02-06,0.0,0.0,False,False,False,False,False,False,2.2,12.0,4.4,6,2,0,0,0,0,5,0.0
402,2022-02-07,0.0,0.0,False,False,False,False,False,False,5.1,15.1,6.7,0,2,0,0,0,0,6,0.0
403,2022-02-08,0.0,0.0,False,False,False,False,False,False,1.7,9.3,7.8,1,2,0,0,0,0,6,0.0
404,2022-02-09,0.0,0.0,False,False,False,False,False,False,0.6,12.9,6.9,2,2,0,0,0,0,6,0.0
405,2022-02-10,0.0,0.0,False,False,False,False,False,False,1.9,10.2,5.5,3,2,0,0,0,0,6,0.0
406,2022-02-11,0.0,0.0,False,False,False,False,False,False,0.2,9.7,5.5,4,2,0,0,0,0,6,0.0
407,2022-02-12,0.0,0.0,False,False,False,False,False,False,15.4,10.3,6.8,5,2,0,0,1,0,6,0.0
408,2022-02-13,0.0,0.0,False,False,False,False,False,False,10.4,8.6,7.6,6,2,0,0,0,0,6,0.0
409,2022-02-14,0.0,0.0,False,False,False,False,False,False,14.8,6.2,5.4,0,2,0,1,0,0,7,0.0
410,2022-02-15,0.0,0.0,False,False,False,False,False,False,5.2,8.5,5.7,1,2,0,0,0,0,7,0.0
411,2022-02-16,0.0,0.0,False,False,False,False,False,False,0.0,8.2,5.7,2,2,0,0,0,0,7,0.0
412,2022-02-17,0.0,0.0,False,False,False,False,False,False,0.9,11.4,6.0,3,2,0,0,0,0,7,0.0
413,2022-02-18,0.0,0.0,False,False,False,False,False,False,0.0,9.4,5.1,4,2,0,0,0,0,7,0.0
414,2022-02-19,0.0,0.0,False,False,False,False,False,False,5.2,7.3,2.9,5,2,0,0,0,0,7,0.0
415,2022-02-20,0.0,0.0,False,False,False,False,False,False,6.7,13.1,4.0,6,2,0,0,0,0,7,0.0
416,2022-02-21,0.0,0.0,False,False,False,False,False,False,0.2,12.6,7.5,0,2,0,0,0,0,8,0.0
417,2022-02-22,0.0,0.0,False,False,False,False,False,False,3.2,10.2,5.4,1,2,0,0,0,0,8,0.0
418,2022-02-23,0.0,0.0,False,False,False,False,False,False,3.4,13.1,7.4,2,2,0,0,0,0,8,0.0
419,2022-02-24,0.0,0.0,False,False,False,False,False,False,0.0,10.2,6.3,3,2,0,0,0,0,8,0.0
420,2022-02-25,0.0,0.0,False,False,False,False,False,False,0.5,12.9,7.3,4,2,0,0,0,0,8,0.0
421,2022-02-26,0.0,0.0,False,False,False,False,False,False,0.0,10.1,7.4,5,2,0,0,0,0,8,0.0
422,2022-02-27,0.0,0.0,False,False,False,False,False,False,0.0,10.5,7.7,6,2,0,0,0,0,8,0.0
423,2022-02-28,0.0,0.0,False,False,False,False,False,False,4.7,12.1,7.5,0,2,0,0,0,0,9,0.0
424,2022-03-01,0.0,280.1,False,False,False,False,False,False,6.1,7.4,8.0,1,3,0,0,0,0,9,0.0
425,2022-03-02,0.0,360.0,False,False,False,False,False,False,0.0,4.2,8.7,2,3,0,0,0,0,9,0.0
426,2022-03-03,0.0,360.0,False,False,False,False,False,False,0.0,6.5,9.8,3,3,0,0,0,0,9,0.0
427,2022-03-04,0.0,540.0,False,False,False,False,False,False,0.0,7.8,7.7,4,3,0,0,0,0,9,0.0
428,2022-03-05,0.0,280.2,False,False,False,False,False,False,0.30000000000000004,4.8,5.6,5,3,0,0,0,0,9,0.0
429,2022-03-06,0.0,353.3,False,False,False,False,False,False,0.0,6.0,6.2,6,3,0,0,0,0,9,0.0
430,2022-03-07,0.0,353.3,False,False,False,False,False,False,0.0,4.2,7.6,0,3,0,0,0,0,10,0.0
431,2022-03-08,0.0,360.0,False,False,False,False,False,False,0.0,6.1,9.4,1,3,0,0,0,0,10,0.0
432,2022-03-09,0.0,360.0,False,False,False,False,False,False,0.0,12.2,10.5,2,3,0,0,0,0,10,0.0
433,2022-03-10,0.0,300.0,False,False,False,False,False,False,0.0,11.5,11.1,3,3,0,0,0,0,10,0.0
434,2022-03-11,0.0,540.0,False,False,False,False,False,False,0.0,12.2,10.9,4,3,0,0,0,0,10,0.0
435,2022-03-12,0.0,166.9,False,False,False,False,False,False,0.0,12.5,9.3,5,3,0,0,0,0,10,0.0
436,2022-03-13,0.0,173.3,False,False,False,False,False,False,0.0,12.5,10.6,6,3,0,0,0,0,10,0.0
437,2022-03-14,0.0,40.2,False,False,False,False,False,False,0.0,7.4,12.0,0,3,0,0,0,0,11,0.0
438,2022-03-15,0.0,213.39999999999998,False,False,False,False,False,False,0.0,6.7,8.1,1,3,0,0,0,0,11,0.0
439,2022-03-16,0.0,146.8,False,False,False,False,False,False,0.0,8.9,10.4,2,3,0,0,0,0,11,0.0
440,2022-03-17,0.0,86.80000000000001,False,False,False,False,False,False,5.8,8.7,7.7,3,3,0,0,0,0,11,0.0
441,2022-03-18,0.0,540.0,False,False,False,False,False,False,0.0,4.8,8.5,4,3,0,0,0,0,11,0.0
442,2022-03-19,0.0,620.0,False,False,False,False,False,False,0.0,4.6,10.2,5,3,0,0,0,0,11,0.0
443,2022-03-20,0.0,420.0,False,False,False,False,False,False,0.0,8.6,13.0,6,3,0,0,0,0,11,0.0
444,2022-03-21,0.0,53.5,False,False,False,False,False,False,9.5,9.4,9.7,0,3,0,0,0,0,12,0.0
445,2022-03-22,0.0,353.3,False,False,False,False,False,False,0.0,5.0,8.9,1,3,0,0,0,0,12,0.0
446,2022-03-23,0.0,253.4,False,False,False,False,False,False,0.0,3.8,8.7,2,3,0,0,0,0,12,0.0
447,2022-03-24,0.0,306.6,False,False,False,False,False,False,0.0,3.8,11.5,3,3,0,0,0,0,12,0.0
448,2022-03-25,0.0,53.6,False,False,False,False,False,False,1.4,6.1,9.9,4,3,0,0,0,0,12,0.0
449,2022-03-26,0.0,493.4,False,False,False,False,False,False,0.0,7.0,9.1,5,3,0,0,0,0,12,0.0
450,2022-03-27,0.0,86.9,False,False,False,False,False,False,0.0,5.2,8.7,6,3,0,0,0,0,12,0.0
451,2022-03-28,0.0,320.0,False,False,False,False,False,False,0.0,12.3,7.5,0,3,0,0,0,0,13,0.0
452,2022-03-29,0.0,326.6,False,False,False,False,False,False,0.0,10.3,5.5,1,3,0,0,0,0,13,0.0
453,2022-03-30,0.0,333.3,False,False,False,False,False,False,0.0,7.8,7.3,2,3,0,0,0,0,13,0.0
454,2022-03-31,0.0,360.0,False,False,False,False,False,False,0.0,6.1,5.9,3,3,0,0,0,0,13,0.0
