,ds,y,sunshine_amount,rain_sum,windspeed,air_temperature,day_of_week,month,heavy_rain_spring_weekend,heavy_rain_spring_weekday,heavy_rain_fall_weekend,heavy_rain_fall_weekday,heavy_rain_winter_weekday,before_payday,on_payday,after_payday,specific_month,covid_restriction_christmas,week_number,custom_regressor,fall_start,christmas_shopping,name,event_size,start_date,end_date,date,sentrum_scene_concert_Monday,sentrum_scene_concert_Tuesday,sentrum_scene_concert_Sunday,sentrum_scene_concert_Friday,sentrum_scene_concert_Thursday,sentrum_scene_concert_Saturday,sentrum_scene_concert_Wednesday,days_since_last_30,days_until_next_30,high_weekend,low_weekend,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6
268,2021-09-26,0.0,112.0,0.0,3.6,15.7,6,9,0,0,0,0,0,0.0,0,0.0,False,False,38,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-09-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,True
269,2021-09-27,0.0,0.0,11.8,5.3,14.9,0,9,0,0,0,1,0,0.75,0,0.0,False,False,39,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-09-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
270,2021-09-28,0.0,160.0,0.30000000000000004,3.6,16.7,1,9,0,0,0,0,0,0.5,0,0.0,False,False,39,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-09-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
271,2021-09-29,0.0,0.0,1.8,4.4,13.1,2,9,0,0,0,0,0,0.25,0,0.0,False,False,39,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-09-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
272,2021-09-30,0.0,0.0,8.7,5.4,11.2,3,9,0,0,0,0,0,0.0,1,0.0,False,False,39,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
273,2021-10-01,0.0,0.0,16.0,6.5,13.4,4,10,0,0,1,0,0,0.0,0,0.36787944117144233,False,False,39,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
274,2021-10-02,0.0,0.0,5.3,3.5,13.5,5,10,0,0,0,0,0,0.0,0,0.1353352832366127,False,False,39,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,True,False
275,2021-10-03,0.0,0.0,24.1,5.2,14.0,6,10,0,0,0,0,0,0.0,0,0.049787068367863944,False,False,39,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,True
276,2021-10-04,0.0,0.0,2.1,4.9,14.2,0,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
277,2021-10-05,0.0,0.0,8.0,4.4,13.7,1,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
278,2021-10-06,0.0,0.0,0.2,8.1,11.7,2,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
279,2021-10-07,0.0,0.0,0.0,2.3,12.9,3,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
280,2021-10-08,0.0,0.0,3.2,4.2,13.1,4,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
281,2021-10-09,0.0,0.0,0.0,4.5,14.7,5,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,True,False
282,2021-10-10,0.0,0.0,3.9000000000000004,3.6,11.4,6,10,0,0,0,0,0,0.0,0,0.0,False,False,40,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5,True,False,False,False,False,False,False,False,True
283,2021-10-11,0.0,0.0,0.0,5.8,12.4,0,10,0,0,0,0,0,0.0,0,0.0,False,False,41,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4,True,False,True,False,False,False,False,False,False
284,2021-10-12,0.0,0.0,0.0,5.7,12.2,1,10,0,0,0,0,0,0.0,0,0.0,False,False,41,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,3,True,False,False,True,False,False,False,False,False
285,2021-10-13,0.0,0.0,0.2,3.9,7.6,2,10,0,0,0,0,0,0.0,0,0.0,False,False,41,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,True,False,False,False,True,False,False,False,False
286,2021-10-14,0.0,0.0,0.0,6.0,12.1,3,10,0,0,0,0,0,0.0,0,0.0,False,False,41,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,True,False,False,False,False,True,False,False,False
287,2021-10-15,0.0,0.0,0.0,5.4,11.8,4,10,0,0,0,0,0,0.0,0,0.0,False,False,41,0.0,False,False,Tash Sultana,Unknown,2021-09-20,2021-11-17,2021-10-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
288,2021-10-16,0.0,0.0,0.0,5.5,12.0,5,10,0,0,0,0,0,0.0,0,0.0,False,False,41,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,True,False,False,False,False,False,False,True,False
289,2021-10-17,0.0,0.0,0.0,4.6,9.0,6,10,0,0,0,0,0,0.0,0,0.0,False,False,41,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,True,False,False,False,False,False,False,False,True
290,2021-10-18,0.0,0.0,0.0,2.3,7.6,0,10,0,0,0,0,0,0.0,0,0.0,False,False,42,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,True,False,True,False,False,False,False,False,False
291,2021-10-19,0.0,0.0,5.1,3.3,3.9,1,10,0,0,0,0,0,0.0,0,0.0,False,False,42,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,True,False,False,True,False,False,False,False,False
292,2021-10-20,0.0,0.0,0.5,5.4,12.1,2,10,0,0,0,0,0,0.0,0,0.0,False,False,42,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,True,False,False,False,True,False,False,False,False
293,2021-10-21,0.0,0.0,0.0,6.4,10.5,3,10,0,0,0,0,0,0.0,0,0.0,False,False,42,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
294,2021-10-22,0.0,0.0,0.0,5.1,10.6,4,10,0,0,0,0,0,0.0,0,0.0,False,False,42,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
295,2021-10-23,0.0,0.0,0.0,4.4,9.6,5,10,0,0,0,0,0,0.0,0,0.0,False,False,42,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,True,False
296,2021-10-24,0.0,0.0,0.0,5.7,10.9,6,10,0,0,0,0,0,0.0,0,0.0,False,False,42,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,True
297,2021-10-25,0.0,0.0,0.8,4.3,10.9,0,10,0,0,0,0,0,0.0,0,0.0,False,False,43,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
298,2021-10-26,0.0,0.0,0.0,4.9,10.9,1,10,0,0,0,0,0,0.75,0,0.0,False,False,43,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
299,2021-10-27,0.0,0.0,1.5999999999999999,3.1,13.8,2,10,0,0,0,0,0,0.5,0,0.0,False,False,43,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
300,2021-10-28,0.0,0.0,0.0,7.7,12.6,3,10,0,0,0,0,0,0.25,0,0.0,False,False,43,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
301,2021-10-29,0.0,0.0,0.39999999999999997,5.7,11.5,4,10,0,0,0,0,0,0.0,1,0.0,False,False,43,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
302,2021-10-30,0.0,0.0,3.9,4.7,12.7,5,10,0,0,0,0,0,0.0,0,0.36787944117144233,False,False,43,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,True,False
303,2021-10-31,0.0,0.0,0.6,4.2,11.6,6,10,0,0,0,0,0,0.0,0,0.1353352832366127,False,False,43,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-10-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,True
304,2021-11-01,0.0,0.0,1.1,7.2,11.6,0,11,0,0,0,0,0,0.0,0,0.049787068367863944,False,False,44,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-11-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
305,2021-11-02,0.0,0.0,0.7,5.3,10.2,1,11,0,0,0,0,0,0.0,0,0.0,False,False,44,0.0,False,False,Kari Bremnes,Unknown,2021-10-16,2021-11-17,2021-11-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
306,2021-11-03,0.0,0.0,0.1,2.9,8.3,2,11,0,0,0,0,0,0.0,0,0.0,False,False,44,0.0,False,False,Ana Moura,Unknown,2021-11-03,2021-11-17,2021-11-03,0.0,0.0,0.0,,1.0,,1.0,0,0,True,False,False,False,True,False,False,False,False
307,2021-11-04,0.0,0.0,0.0,2.9,6.5,3,11,0,0,0,0,0,0.0,0,0.0,False,False,44,0.0,False,False,Ana Moura,Unknown,2021-11-03,2021-11-17,2021-11-04,0.0,0.0,0.0,,1.0,,1.0,0,0,True,False,False,False,False,True,False,False,False
308,2021-11-05,0.0,0.0,0.0,2.6,3.1,4,11,0,0,0,0,0,0.0,0,0.0,False,False,44,0.0,False,False,Lemaitre,Unknown,2021-11-05,2021-11-17,2021-11-05,0.0,0.0,1.0,1.0,,1.0,,0,0,True,False,False,False,False,False,True,False,False
309,2021-11-06,0.0,0.0,2.2,4.7,6.9,5,11,0,0,0,0,0,0.0,0,0.0,False,False,44,0.0,False,False,Lemaitre,Unknown,2021-11-05,2021-11-17,2021-11-06,0.0,0.0,1.0,1.0,,1.0,,0,0,True,False,False,False,False,False,False,True,False
310,2021-11-07,0.0,0.0,3.0,7.0,4.1,6,11,0,0,0,0,0,0.0,0,0.0,False,False,44,0.0,False,False,Lemaitre,Unknown,2021-11-05,2021-11-17,2021-11-07,0.0,0.0,1.0,1.0,,1.0,,0,0,True,False,False,False,False,False,False,False,True
311,2021-11-08,0.0,0.0,0.8,4.5,3.1,0,11,0,0,0,0,0,0.0,0,0.0,False,False,45,0.0,False,False,Lil Tjay,Unknown,2021-11-08,2021-11-17,2021-11-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
312,2021-11-09,0.0,0.0,0.1,5.3,9.3,1,11,0,0,0,0,0,0.0,0,0.0,False,False,45,0.0,False,False,Lil Tjay,Unknown,2021-11-08,2021-11-17,2021-11-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
313,2021-11-10,0.0,0.0,0.0,3.6,9.7,2,11,0,0,0,0,0,0.0,0,0.0,False,False,45,0.0,False,False,Lil Tjay,Unknown,2021-11-08,2021-11-17,2021-11-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5,True,False,False,False,True,False,False,False,False
314,2021-11-11,0.0,0.0,0.0,6.7,9.7,3,11,0,0,0,0,0,0.0,0,0.0,False,False,45,0.0,False,False,Lil Tjay,Unknown,2021-11-08,2021-11-17,2021-11-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4,True,False,False,False,False,True,False,False,False
315,2021-11-12,0.0,0.0,0.4,6.2,5.4,4,11,0,0,0,0,0,0.0,0,0.0,False,False,45,0.0,False,False,Lil Tjay,Unknown,2021-11-08,2021-11-17,2021-11-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,3,True,False,False,False,False,False,True,False,False
316,2021-11-13,0.0,0.0,0.0,6.5,4.4,5,11,0,0,0,0,0,0.0,0,0.0,False,False,45,0.0,False,False,Lil Tjay,Unknown,2021-11-08,2021-11-17,2021-11-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,True,False,False,False,False,False,False,True,False
317,2021-11-14,0.0,0.0,0.1,3.7,1.7,6,11,0,0,0,0,0,0.0,0,0.0,False,False,45,0.0,False,False,Lil Tjay,Unknown,2021-11-08,2021-11-17,2021-11-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,True,False,False,False,False,False,False,False,True
318,2021-11-15,0.0,0.0,0.0,4.4,7.3,0,11,0,0,0,0,0,0.0,0,0.0,False,False,46,0.0,False,False,Lil Tjay,Unknown,2021-11-08,2021-11-17,2021-11-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
319,2021-11-16,0.0,0.0,0.0,5.2,8.7,1,11,0,0,0,0,0,0.0,0,0.0,False,False,46,0.0,False,False,Steve Hackett,Unknown,2021-11-16,2021-11-17,2021-11-16,0.0,1.0,0.0,,,,,1,0,True,False,False,True,False,False,False,False,False
320,2021-11-17,0.0,0.0,0.0,6.4,8.5,2,11,0,0,0,0,0,0.0,0,0.0,False,False,46,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,True,False,False,False,True,False,False,False,False
321,2021-11-18,0.0,0.0,0.2,2.4,4.5,3,11,0,0,0,0,0,0.0,0,0.0,False,False,46,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,True,False,False,False,False,True,False,False,False
322,2021-11-19,0.0,0.0,0.0,6.5,15.1,4,11,0,0,0,0,0,0.0,0,0.0,False,False,46,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,True,False,False,False,False,False,True,False,False
323,2021-11-20,0.0,0.0,0.0,5.6,8.4,5,11,0,0,0,0,0,0.0,0,0.0,False,False,46,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,True,False,False,False,False,False,False,True,False
324,2021-11-21,0.0,0.0,0.0,6.5,5.2,6,11,0,0,0,0,0,0.0,0,0.0,False,False,46,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,True
325,2021-11-22,0.0,0.0,0.0,2.5,2.4,0,11,0,0,0,0,0,0.0,0,0.0,False,False,47,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
326,2021-11-23,0.0,0.0,0.0,1.5,3.3,1,11,0,0,0,0,0,0.0,0,0.0,False,False,47,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
327,2021-11-24,0.0,0.0,0.0,2.8,6.0,2,11,0,0,0,0,0,0.0,0,0.0,False,False,47,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
328,2021-11-25,0.0,0.0,0.0,4.9,3.5,3,11,0,0,0,0,0,0.0,0,0.0,False,False,47,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
329,2021-11-26,0.0,0.0,0.0,4.6,-0.5,4,11,0,0,0,0,0,0.0,0,0.0,False,False,47,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
330,2021-11-27,0.0,0.0,0.0,7.0,-2.5,5,11,0,0,0,0,0,0.75,0,0.0,False,False,47,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,True,False
331,2021-11-28,0.0,0.0,0.0,7.9,-1.6,6,11,0,0,0,0,0,0.5,0,0.0,False,False,47,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,True
332,2021-11-29,0.0,0.0,0.1,3.6,-4.5,0,11,0,0,0,0,0,0.25,0,0.0,False,False,48,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,True,False,False,False,False,False,False
333,2021-11-30,0.0,0.0,0.7,4.5,-3.9,1,11,0,0,0,0,0,0.0,1,0.0,False,False,48,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-11-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
334,2021-12-01,0.0,0.0,0.0,3.1,-6.7,2,12,0,0,0,0,0,0.0,0,0.36787944117144233,False,False,48,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-12-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
335,2021-12-02,0.0,0.0,0.0,4.3,-4.2,3,12,0,0,0,0,0,0.0,0,0.1353352832366127,False,False,48,0.0,False,False,Daniel Norgren,Unknown,2021-11-17,2022-03-12,2021-12-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
336,2021-12-03,0.0,0.0,1.0,5.0,-6.4,4,12,0,0,0,0,0,0.0,0,0.049787068367863944,False,False,48,0.0,False,False,Stage Dolls + Return,Unknown,2021-12-03,2022-03-12,2021-12-03,1.0,1.0,1.0,1.0,,1.0,,0,0,True,False,False,False,False,False,True,False,False
337,2021-12-04,0.0,0.0,0.0,5.0,-5.3,5,12,0,0,0,0,0,0.0,0,0.0,False,False,48,0.0,False,False,Stage Dolls + Return,Unknown,2021-12-03,2022-03-12,2021-12-04,1.0,1.0,1.0,1.0,,1.0,,0,0,True,False,False,False,False,False,False,True,False
338,2021-12-05,0.0,0.0,0.0,6.4,-3.8,6,12,0,0,0,0,0,0.0,0,0.0,False,False,48,0.0,False,False,Stage Dolls + Return,Unknown,2021-12-03,2022-03-12,2021-12-05,1.0,1.0,1.0,1.0,,1.0,,0,0,True,False,False,False,False,False,False,False,True
339,2021-12-06,0.0,0.0,0.1,4.2,-8.6,0,12,0,0,0,0,0,0.0,0,0.0,False,False,49,0.0,False,False,Stage Dolls + Return,Unknown,2021-12-03,2022-03-12,2021-12-06,1.0,1.0,1.0,1.0,,1.0,,0,0,True,False,True,False,False,False,False,False,False
340,2021-12-07,0.0,0.0,0.30000000000000004,5.2,-7.7,1,12,0,0,0,0,0,0.0,0,0.0,False,False,49,0.0,False,False,Stage Dolls + Return,Unknown,2021-12-03,2022-03-12,2021-12-07,1.0,1.0,1.0,1.0,,1.0,,0,0,True,False,False,True,False,False,False,False,False
341,2021-12-08,0.0,0.0,1.3,6.2,-2.0,2,12,0,0,0,0,0,0.0,0,0.0,False,False,49,0.0,False,False,Jan Eggum,Unknown,2021-12-08,2022-03-12,2021-12-08,0.0,0.0,0.0,,,,1.0,0,0,True,False,False,False,True,False,False,False,False
342,2021-12-09,0.0,0.0,2.7,4.3,-0.1,3,12,0,0,0,0,0,0.0,0,0.0,False,False,49,0.0,False,False,Bicep,Unknown,2021-12-09,2022-03-12,2021-12-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
343,2021-12-10,0.0,0.0,1.6,5.9,0.3,4,12,0,0,0,0,0,0.0,0,0.0,False,False,49,0.0,False,False,Bicep,Unknown,2021-12-09,2022-03-12,2021-12-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5,True,False,False,False,False,False,True,False,False
344,2021-12-11,0.0,0.0,0.2,5.3,1.8,5,12,0,0,0,0,0,0.0,0,0.0,False,False,49,0.0,False,False,Bicep,Unknown,2021-12-09,2022-03-12,2021-12-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4,True,False,False,False,False,False,False,True,False
345,2021-12-12,0.0,0.0,3.1999999999999997,2.4,1.5,6,12,0,0,0,0,0,0.0,0,0.0,False,False,49,0.0,False,False,Bicep,Unknown,2021-12-09,2022-03-12,2021-12-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,3,True,False,False,False,False,False,False,False,True
346,2021-12-13,0.0,0.0,1.1,3.3,3.1,0,12,0,0,0,0,0,0.0,0,0.0,False,True,50,0.0,False,False,Bicep,Unknown,2021-12-09,2022-03-12,2021-12-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,True,False,True,False,False,False,False,False,False
347,2021-12-14,0.0,0.0,0.0,3.1,3.8,1,12,0,0,0,0,0,0.0,0,0.0,False,True,50,0.0,False,False,Bicep,Unknown,2021-12-09,2022-03-12,2021-12-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,True,False,False,True,False,False,False,False,False
348,2021-12-15,0.0,0.0,0.0,2.8,4.3,2,12,0,0,0,0,0,0.0,0,0.0,False,True,50,0.0,False,False,Bicep,Unknown,2021-12-09,2022-03-12,2021-12-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
349,2021-12-16,0.0,0.0,0.0,5.2,8.3,3,12,0,0,0,0,0,0.0,0,0.0,False,True,50,0.0,False,False,Bicep,Unknown,2021-12-09,2022-03-12,2021-12-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,True,False,False,False,False,True,False,False,False
350,2021-12-17,0.0,0.0,0.0,2.7,4.0,4,12,0,0,0,0,0,0.0,0,0.0,False,True,50,0.0,False,False,Seigmen,Medium,2021-12-17,2022-03-12,2021-12-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,True,False,False,False,False,False,True,False,False
351,2021-12-18,0.0,0.0,0.1,3.8,6.8,5,12,0,0,0,0,0,0.0,0,0.0,False,True,50,0.0,False,False,Seigmen,Medium,2021-12-17,2022-03-12,2021-12-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,True,False,False,False,False,False,False,True,False
352,2021-12-19,0.0,0.0,0.0,6.1,5.5,6,12,0,0,0,0,0,0.0,0,0.0,False,True,50,0.0,False,False,Seigmen,Medium,2021-12-17,2022-03-12,2021-12-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,True,False,False,False,False,False,False,False,True
353,2021-12-20,0.0,0.0,0.0,5.7,4.0,0,12,0,0,0,0,0,0.0,0,0.0,False,True,51,0.0,False,False,Seigmen,Medium,2021-12-17,2022-03-12,2021-12-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,True,False,True,False,False,False,False,False,False
354,2021-12-21,0.0,0.0,1.5,1.9,-1.9,1,12,0,0,0,0,0,0.0,0,0.0,False,True,51,0.0,False,False,Seigmen,Medium,2021-12-17,2022-03-12,2021-12-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,True,False,False,False,False,False
355,2021-12-22,0.0,0.0,0.5,1.7,-1.6,2,12,0,0,0,0,0,0.0,0,0.0,False,True,51,0.0,False,False,Seigmen,Medium,2021-12-17,2022-03-12,2021-12-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,True,False,False,False,False
356,2021-12-23,0.0,0.0,0.0,3.1,-1.9,3,12,0,0,0,0,0,0.0,0,0.0,False,True,51,0.0,False,False,Seigmen,Medium,2021-12-17,2022-03-12,2021-12-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,False,False,False
357,2021-12-24,0.0,0.0,0.0,6.3,-2.7,4,12,0,0,0,0,0,0.0,0,0.0,False,True,51,0.0,False,False,Seigmen,Medium,2021-12-17,2022-03-12,2021-12-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,True,False,False
