,ds,y,sunshine_amount,rain_sum,windspeed,air_temperature,day_of_week,month,heavy_rain_spring_weekend,heavy_rain_spring_weekday,heavy_rain_fall_weekend,heavy_rain_fall_weekday,heavy_rain_winter_weekday,before_payday,on_payday,after_payday,specific_month,covid_restriction_christmas,week_number,custom_regressor,fall_start,christmas_shopping,name,date,sentrum_scene_concert_Monday,sentrum_scene_concert_Tuesday,sentrum_scene_concert_Sunday,sentrum_scene_concert_Thursday,sentrum_scene_concert_Saturday,sentrum_scene_concert_Friday,sentrum_scene_concert_Wednesday,days_since_last_30,days_until_next_30,high_weekend,low_weekend,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,index,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Bondens matfest Youngstorget,Bondens matfest Youngstorget_lower,Bondens matfest Youngstorget_upper,Fanemarkering 22.juli Youngstorget,Fanemarkering 22.juli Youngstorget_lower,Fanemarkering 22.juli Youngstorget_upper,Halloween Day,Halloween Day_lower,Halloween Day_upper,Halloween weekend,Halloween weekend_lower,Halloween weekend_upper,Oktoberfest Youngstorget,Oktoberfest Youngstorget_lower,Oktoberfest Youngstorget_upper,additive_terms,additive_terms_lower,additive_terms_upper,christmas eve,christmas eve_lower,christmas eve_upper,christmas_shopping_new,christmas_shopping_lower,christmas_shopping_upper,closed,closed_lower,closed_upper,covid_restriction_christmas_new,covid_restriction_christmas_lower,covid_restriction_christmas_upper,custom_regressor_new,custom_regressor_lower,custom_regressor_upper,days_since_last_30_new,days_since_last_30_lower,days_since_last_30_upper,days_until_next_30_new,days_until_next_30_lower,days_until_next_30_upper,easter_lowsaturday,easter_lowsaturday_lower,easter_lowsaturday_upper,easter_mondaydayoff,easter_mondaydayoff_lower,easter_mondaydayoff_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,first_may,first_may_lower,first_may_upper,firstweek_jan,firstweek_jan_lower,firstweek_jan_upper,heavy_rain_fall_weekday,heavy_rain_fall_weekday_lower,heavy_rain_fall_weekday_upper,heavy_rain_fall_weekend,heavy_rain_fall_weekend_lower,heavy_rain_fall_weekend_upper,heavy_rain_spring_weekday,heavy_rain_spring_weekday_lower,heavy_rain_spring_weekday_upper,heavy_rain_spring_weekend,heavy_rain_spring_weekend_lower,heavy_rain_spring_weekend_upper,heavy_rain_winter_weekday,heavy_rain_winter_weekday_lower,heavy_rain_winter_weekday_upper,high_weekend_new,high_weekend_lower,high_weekend_upper,himmelfart,himmelfart_lower,himmelfart_upper,holidays,holidays_lower,holidays_upper,lockdown_1,lockdown_1_lower,lockdown_1_upper,monthly,monthly_lower,monthly_upper,pinse,pinse_lower,pinse_upper,sentrum_scene_concert_Monday,sentrum_scene_concert_Monday_lower,sentrum_scene_concert_Monday_upper,sentrum_scene_concert_Sunday,sentrum_scene_concert_Sunday_lower,sentrum_scene_concert_Sunday_upper,sentrum_scene_concert_Tuesday,sentrum_scene_concert_Tuesday_lower,sentrum_scene_concert_Tuesday_upper,seventeenth_may,seventeenth_may_lower,seventeenth_may_upper,weekly,weekly_lower,weekly_upper,weekly_fall_start,weekly_fall_start_lower,weekly_fall_start_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,residuals
124,2021-05-05,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,0,0,0.0,0,0.0,False,False,18,0.0,False,False,,,0.0,0.0,0.0,,,,,0,0,False,True,False,False,True,False,False,False,False,124,-854.2238601176967,-21135.4595760558,6729.465728397298,-854.2238601176967,-854.2238601176967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6488.7844471162325,-6488.7844471162325,-6488.7844471162325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,349.11166926080045,349.11166926080045,349.11166926080045,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,284.68411986505185,284.68411986505185,284.68411986505185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3205.4555711975163,-3205.4555711975163,-3205.4555711975163,0.0,0.0,0.0,-3568.0129957837676,-3568.0129957837676,-3568.0129957837676,0.0,0.0,0.0,0.0,0.0
125,2021-05-06,0.0,0.0,0.0,0.0,0.0,3,5,0,0,0,0,0,0.0,0,0.0,False,False,18,0.0,False,False,,,0.0,0.0,0.0,,,,,0,0,False,True,False,False,False,True,False,False,False,125,-986.0574138593449,-20163.93684819931,6865.864026838103,-986.0574138593449,-986.0574138593449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4764.800758481566,-4764.800758481566,-4764.800758481566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1555.8869161421824,-1555.8869161421824,-1555.8869161421824,0.0,0.0,0.0,-3106.1301787216953,-3106.1301787216953,-3106.1301787216953,0.0,0.0,0.0,0.0,0.0
126,2021-05-07,0.0,0.0,0.0,0.0,0.0,4,5,0,0,0,0,0,0.0,0,0.0,False,False,18,0.0,False,False,,,0.0,0.0,0.0,,,,,0,0,False,True,False,False,False,False,True,False,False,126,-1117.890967600993,-7979.818606364428,18651.135248074883,-1117.890967600993,-1117.890967600993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6221.016309374756,6221.016309374756,6221.016309374756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8947.15651725979,8947.15651725979,8947.15651725979,0.0,0.0,0.0,-2623.356544267345,-2623.356544267345,-2623.356544267345,0.0,0.0,0.0,5103.125341773763,-5103.125341773763
127,2021-05-08,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,0.0,0,0.0,False,False,18,0.0,False,False,,,0.0,0.0,0.0,,,,,0,0,False,True,False,False,False,False,False,True,False,127,-1249.7245213426413,-3504.3056696142235,24410.097108592152,-1249.7245213426413,-1249.7245213426413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11614.533739942723,11614.533739942723,11614.533739942723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13841.670723212643,13841.670723212643,13841.670723212643,0.0,0.0,0.0,-2124.353319652231,-2124.353319652231,-2124.353319652231,0.0,0.0,0.0,10364.809218600081,-10364.809218600081
128,2021-05-09,0.0,0.0,0.0,0.0,0.0,6,5,0,0,0,0,0,0.0,0,0.0,False,False,18,0.0,False,False,,,0.0,0.0,0.0,,,,,0,5,False,True,False,False,False,False,False,False,True,128,-1381.5580750842894,-22735.99276209756,5594.602904646387,-1381.5580750842894,-1381.5580750842894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7530.979074795454,-7530.979074795454,-7530.979074795454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5814.231151473479,-5814.231151473479,-5814.231151473479,0.0,0.0,0.0,-1613.9642597042864,-1613.9642597042864,-1613.9642597042864,0.0,0.0,0.0,0.0,0.0
129,2021-05-10,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0.0,0,0.0,False,False,19,0.0,False,False,,,0.0,0.0,0.0,,,,,0,4,False,True,True,False,False,False,False,False,False,129,-1513.3916288259375,-23059.304655270695,3392.4273101653416,-1513.3916288259375,-1513.3916288259375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8521.334738184252,-8521.334738184252,-8521.334738184252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7321.462993933227,-7321.462993933227,-7321.462993933227,0.0,0.0,0.0,-1097.0880806333384,-1097.0880806333384,-1097.0880806333384,0.0,0.0,0.0,0.0,0.0
130,2021-05-11,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,0,0,0.0,0,0.0,False,False,19,0.0,False,False,,,0.0,0.0,0.0,,,,,0,3,False,True,False,True,False,False,False,False,False,130,-1645.2251825675824,-21243.91286152786,5966.016315533435,-1645.2251825675824,-1645.2251825675824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5573.12620407933,-5573.12620407933,-5573.12620407933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4891.790607751017,-4891.790607751017,-4891.790607751017,0.0,0.0,0.0,-578.5519327106249,-578.5519327106249,-578.5519327106249,0.0,0.0,0.0,0.0,0.0
131,2021-05-12,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,0,0,0.0,0,0.0,False,False,19,0.0,False,False,,,0.0,0.0,0.0,,,,,0,2,False,True,False,False,True,False,False,False,False,131,-1777.0587363092304,-19497.334716869147,8906.248093369322,-1777.0587363092304,-1777.0587363092304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3371.228591536065,-3371.228591536065,-3371.228591536065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3205.455571186988,-3205.455571186988,-3205.455571186988,0.0,0.0,0.0,-62.98935673138858,-62.98935673138858,-62.98935673138858,0.0,0.0,0.0,0.0,0.0
132,2021-05-13,0.0,0.0,0.0,0.0,0.0,3,5,0,0,0,0,0,0.0,0,0.0,False,False,19,0.0,False,False,,,0.0,0.0,0.0,,,,,0,1,False,True,False,False,False,True,False,False,False,132,-1908.8922900508785,-16399.601381495646,10227.099970094021,-1908.8922900508785,-1908.8922900508785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1213.396575420969,-1213.396575420969,-1213.396575420969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1555.8869161321188,-1555.8869161321188,-1555.8869161321188,0.0,0.0,0.0,445.2740043288377,445.2740043288377,445.2740043288377,0.0,0.0,0.0,0.0,0.0
133,2021-05-14,0.0,0.0,0.0,0.0,0.0,4,5,0,0,0,0,0,0.0,0,0.0,False,False,19,0.0,False,False,,,0.0,0.0,0.0,,,,,0,0,False,True,False,False,False,False,True,False,False,133,-2040.7258437925268,-5183.519286640804,20472.947405896633,-2040.7258437925268,-2040.7258437925268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9786.696781681734,9786.696781681734,9786.696781681734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8947.15651727839,8947.15651727839,8947.15651727839,0.0,0.0,0.0,942.3239280210298,942.3239280210298,942.3239280210298,0.0,0.0,0.0,7745.970937889208,-7745.970937889208
134,2021-05-15,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,0.0,0,0.0,False,False,19,0.0,False,False,,,0.0,0.0,0.0,,,,,1,0,False,True,False,False,False,False,False,True,False,134,-2172.559397534175,-537.7177502523963,27464.065455387674,-2172.559397534175,-2172.559397534175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15163.634758638587,15163.634758638587,15163.634758638587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13841.670723199592,13841.670723199592,13841.670723199592,0.0,0.0,0.0,1424.7476990566813,1424.7476990566813,1424.7476990566813,0.0,0.0,0.0,12991.075361104413,-12991.075361104413
135,2021-05-16,0.0,0.0,0.0,0.0,0.0,6,5,0,0,0,0,0,0.0,0,0.0,False,False,19,0.0,False,False,,,0.0,0.0,0.0,,,,,2,0,False,True,False,False,False,False,False,False,True,135,-2304.392951275823,-17452.30186443178,10141.599693935219,-2304.392951275823,-2304.392951275823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1622.2948974926526,-1622.2948974926526,-1622.2948974926526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.01141978,2405.01141978,2405.01141978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.01141978,2405.01141978,2405.01141978,-5814.23115148433,-5814.23115148433,-5814.23115148433,0.0,0.0,0.0,1889.7084978293658,1889.7084978293658,1889.7084978293658,0.0,0.0,0.0,0.0,0.0
136,2021-05-17,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0.0,0,0.0,False,False,20,0.0,False,False,,,0.0,0.0,0.0,,,,,3,0,False,True,True,False,False,False,False,False,False,136,-2436.226505017471,5114.147279875887,32636.084283164288,-2436.226505017471,-2436.226505017471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21824.938469548473,21824.938469548473,21824.938469548473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26914.1828336,26914.1828336,26914.1828336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26914.1828336,26914.1828336,26914.1828336,-7321.462993925255,-7321.462993925255,-7321.462993925255,0.0,0.0,0.0,2335.0022934914155,2335.0022934914155,2335.0022934914155,0.0,0.0,0.0,19388.711964531,-19388.711964531
137,2021-05-18,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,0,0,0.0,0,0.0,False,False,20,0.0,False,False,,,0.0,0.0,0.0,,,,,4,0,False,True,False,True,False,False,False,False,False,137,-2568.060058759116,-19435.75455982474,9026.017068725034,-2568.060058759116,-2568.060058759116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2235.4783198997893,-2235.4783198997893,-2235.4783198997893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4891.790607731648,-4891.790607731648,-4891.790607731648,0.0,0.0,0.0,2759.0959514495476,2759.0959514495476,2759.0959514495476,0.0,0.0,0.0,0.0,0.0
138,2021-05-19,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,0,0,0.0,0,0.0,False,False,20,0.0,False,False,,,0.0,0.0,0.0,,,,,5,0,False,True,False,False,True,False,False,False,False,138,-2699.893612500764,-17601.683893135938,10895.82900751086,-2699.893612500764,-2699.893612500764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-147.09343445184865,-147.09343445184865,-147.09343445184865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3205.455571209269,-3205.455571209269,-3205.455571209269,0.0,0.0,0.0,3161.1458003751077,3161.1458003751077,3161.1458003751077,0.0,0.0,0.0,0.0,0.0
139,2021-05-20,0.0,0.0,0.0,0.0,0.0,3,5,0,0,0,0,0,0.0,0,0.0,False,False,20,0.0,False,False,,,0.0,0.0,0.0,,,,,0,0,False,True,False,False,False,True,False,False,False,139,-2831.7271662424123,-15757.950300914328,12626.597021446047,-2831.7271662424123,-2831.7271662424123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.3258720025412,1882.3258720025412,1882.3258720025412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1555.8869161220557,-1555.8869161220557,-1555.8869161220557,0.0,0.0,0.0,3540.996451742285,3540.996451742285,3540.996451742285,0.0,0.0,0.0,0.0,0.0
140,2021-05-21,0.0,0.0,0.0,0.0,0.0,4,5,0,0,0,0,0,0.0,0,0.0,False,False,20,0.0,False,False,,,0.0,0.0,0.0,,,,,0,0,False,True,False,False,False,False,True,False,False,140,-2963.560711951648,-4265.654439788184,23526.046475848012,-2963.560711951648,-2963.560711951648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12743.533064034338,12743.533064034338,12743.533064034338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.96662307684457,-91.96662307684457,-91.96662307684457,-38.35611422193943,-38.35611422193943,-38.35611422193943,27.539073681095925,27.539073681095925,27.539073681095925,0.0,0.0,0.0,0.0,0.0,0.0,-102.78366361768806,-102.78366361768806,-102.78366361768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8947.156517237509,8947.156517237509,8947.156517237509,0.0,0.0,0.0,3899.1602104145168,3899.1602104145168,3899.1602104145168,0.0,0.0,0.0,9779.97235208269,-9779.97235208269
