ds,sunshine_amount,air_temperature,rain_sum,windspeed,ds,residuals,yhat,y,weekly,month_week_interaction,adjusted_forecast
2022-11-20,0.0,4.0,0.0,4.8,2022-11-20,11526.534746931815,40208.26525306819,51734.8,0.0012200198237265736,506,36482.94127845881
2022-11-21,0.0,2.7,0.0,7.7,2022-11-21,-8084.387890379603,30371.687890379602,22287.3,-0.011617559250092703,517,20827.673241942102
2022-11-22,0.0,6.4,0.0,10.5,2022-11-22,-5050.134861250415,32761.634861250415,27711.5,-0.007421338227206066,517,27055.178806562915
2022-11-23,0.0,8.6,0.0,10.3,2022-11-23,3328.505210256437,32698.09478974356,36026.6,-0.008979758327130098,517,27613.90582489981
2022-11-24,0.0,9.5,2.2,13.9,2022-11-24,-8803.400170239733,33985.10017023973,25181.7,-0.007039165999999996,517,29752.888256177233
2022-11-25,0.0,9.9,5.7,12.0,2022-11-25,12322.270480270046,43911.02951972996,56233.3,0.00975166655834137,517,62538.38694160496
2022-11-26,0.0,10.1,0.4,8.4,2022-11-26,28548.3708775579,62347.9291224421,90896.3,0.024086135422337018,517,97600.2103724421
2022-11-27,0.0,10.7,13.5,12.0,2022-11-27,9457.204422760471,43366.39557723953,52823.6,0.001220019823710104,517,42973.24463729812
2022-11-28,0.0,9.1,0.0,9.4,2022-11-28,-5953.662247708391,31341.76224770839,25388.1,-0.011617559250088458,528,23769.52640786464
2022-11-29,0.0,7.3,0.0,9.1,2022-11-29,-8239.23527680687,33058.93527680687,24819.7,-0.0074213382271988,528,27074.46457368187
2022-11-30,0.0,6.7,0.0,4.0,2022-11-30,-8891.118077166091,31766.818077166092,22875.7,-0.008979758327125109,528,24902.368858416092
2022-12-01,0.0,5.1,0.0,2.8,2022-12-01,-9783.179801319147,31730.07980131915,21946.9,-0.00703916599999055,576,26752.22628569415
2022-12-02,0.0,5.0,0.0,3.5,2022-12-02,-7505.788822775568,62940.488822775565,55434.7,0.009751666558357838,576,62460.7958296115
2022-12-03,0.0,4.7,0.0,4.4,2022-12-03,23722.103046281714,82340.69695371829,106062.8,0.024086135422334436,576,57832.46062559329
2022-12-04,0.0,2.0,0.0,2.9,2022-12-04,7053.157783042043,37648.14221695796,44701.3,0.0012200198237946472,576,33124.98059586421
2022-12-05,0.0,2.0,0.0,3.2,2022-12-05,-3391.7751761082436,23043.975176108244,19652.2,-0.011617559250092715,588,19365.558672201994
2022-12-06,0.0,3.4,0.2,7.6,2022-12-06,-1934.8685805972746,23895.668580597274,21960.8,-0.007421338227204785,588,16927.915650909774
2022-12-07,0.0,1.3,0.0,6.0,2022-12-07,-4076.2515520387133,21382.85155203871,17306.6,-0.008979758327144037,588,19993.513417273087
2022-12-08,0.0,1.3,0.0,7.2,2022-12-08,9552.853223943992,20263.946776056007,29816.8,-0.007039165999981105,588,17732.111326837257
2022-12-09,0.0,1.2,0.0,7.5,2022-12-09,-2350.5386001491715,53909.13860014917,51558.6,0.009751666558279866,588,52946.60576323511
2022-12-10,0.0,-1.7,0.0,5.7,2022-12-10,17290.199543836396,74608.90045616361,91899.1,0.02408613542232895,588,77665.88531944486
2022-12-11,0.0,-0.9,0.0,6.6,2022-12-11,7694.108398103137,24008.49160189686,31702.6,0.001220019823769952,588,14491.017969084362
2022-12-12,0.0,-0.8,0.0,6.7,2022-12-12,-749.8968985371284,17864.996898537127,17115.1,-0.011617559250085055,600,11459.083812599627
2022-12-13,0.0,2.6,1.0,9.6,2022-12-13,3096.066865769146,16201.733134230853,19297.8,-0.007421338227197518,600,19230.10496040273
2022-12-14,0.0,-1.5,0.0,5.3,2022-12-14,19587.43367683798,14092.866323162021,33680.3,-0.008979758327139044,600,7298.393178630771
2022-12-15,0.0,-3.5,0.0,5.3,2022-12-15,15883.459761494118,12045.040238505882,27928.5,-0.007039166000004983,600,5477.664261943382
2022-12-16,0.0,2.0,2.3,6.1,2022-12-16,41031.918518734055,14740.981481265944,55772.9,0.009751666558296332,600,22809.791539859696
2022-12-17,0.0,5.8,1.7,7.6,2022-12-17,66822.2597666221,18950.5402333779,85772.8,0.024086135422326373,600,45420.0167958779
2022-12-18,0.0,6.5,0.30000000000000004,7.6,2022-12-18,25633.90422578644,9474.69577421356,35108.6,0.0012200198237617105,600,17524.45016874481
2022-12-19,0.0,7.3,2.8,10.9,2022-12-19,16780.488653930443,6327.211346069557,23107.7,-0.01161755925010123,612,15379.898846069558
2022-12-20,0.0,8.9,3.6,9.5,2022-12-20,27623.011271846895,6157.188728153102,33780.2,-0.007421338227213657,612,13971.857673465602
2022-12-21,0.0,6.1,4.3999999999999995,6.2,2022-12-21,29528.04088006943,5305.959119930568,34834.0,-0.008979758327146014,612,12206.419569149319
2022-12-22,0.0,6.5,0.1,5.9,2022-12-22,25692.118632589958,4383.9813674100415,30076.1,-0.007039166000003834,612,11135.60587912879
2022-12-23,0.0,3.3,0.0,6.2,2022-12-23,2814.6835003773813,23779.01649962262,26593.7,0.00975166655831579,612,25939.261372669494
2022-12-24,0.0,2.3,0.0,7.8,2022-12-24,-22404.98806780447,22404.98806780447,0.0,0.024086135422320888,612,33010.94900530447
2022-12-25,0.0,7.9,2.9,12.2,2022-12-25,-1660.5848119166258,1660.5848119166258,0.0,0.0012200198237370154,612,17248.926608791626
2022-12-26,0.0,8.2,4.7,11.2,2022-12-26,27581.20191112856,1892.498088871441,29473.7,-0.011617559250093569,624,13359.029338871442
2022-12-27,0.0,6.2,0.7999999999999999,13.7,2022-12-27,28744.164244587664,2006.6357554123347,30750.8,-0.007421338227206391,624,14240.010755412335
2022-12-28,0.0,5.3,0.0,9.3,2022-12-28,33629.64349031875,1994.8565096812495,35624.5,-0.008979758327141027,624,14848.643619056249
2022-12-29,0.0,7.9,2.6,12.6,2022-12-29,29438.7,0.0,29438.7,-0.007039165999994388,624,20973.97265625
2022-12-30,0.0,8.6,16.7,14.2,2022-12-30,31077.027369298394,2983.572630701604,34060.6,0.009751666558329266,624,20493.058958826605
2022-12-31,0.0,8.9,3.0,17.6,2022-12-31,-1679.7628443491942,1679.7628443491942,0.0,0.02408613542234197,624,26633.790188099196
2023-01-01,0.0,1.7,0.3,3.9,2023-01-01,34067.52048751932,378.7795124806785,34446.3,0.0012200198238297832,52,8222.412813261928
2023-01-02,0.0,3.8,2.8,3.5,2023-01-02,32300.8,0.0,32300.8,-0.011617559250085906,1,-187.38198852539062
2023-01-03,0.0,5.2,0.1,11.1,2023-01-03,23013.3,0.0,23013.3,-0.007421338227212374,1,2701.16455078125
2023-01-04,0.0,7.0,1.7000000000000002,13.8,2023-01-04,19302.333435649532,14.366564350467835,19316.7,-0.008979758327147994,1,1730.6091180614053
2023-01-05,0.0,3.2,0.0,13.6,2023-01-05,19809.402800889446,297.39719911055494,20106.8,-0.007039166000034858,1,-2315.78370909257
2023-01-06,0.0,8.2,6.5,14.2,2023-01-06,32491.716976505857,989.2830234941439,33481.0,0.00975166655834872,1,2375.960269587894
2023-01-07,0.0,9.0,11.4,13.0,2023-01-07,54044.66064770966,3150.6393522903436,57195.3,0.024086135422336483,1,20889.299508540345
2023-01-08,0.0,8.4,3.9,11.4,2023-01-08,26501.596782830187,241.50321716981176,26743.1,0.00122001982380509,1,1338.1403021307492
2023-01-09,0.0,7.8,0.9,9.4,2023-01-09,15968.9,0.0,15968.9,-0.011617559250090162,2,1757.0748291015625
2023-01-10,0.0,7.0,3.2,15.0,2023-01-10,17510.8,0.0,17510.8,-0.00742133822719186,2,1567.06689453125
2023-01-11,0.0,8.7,4.3,16.2,2023-01-11,21575.6,0.0,21575.6,-0.008979758327143532,2,-2955.681884765625
2023-01-12,0.0,5.6,1.4,5.7,2023-01-12,27567.702929277468,121.39707072253053,27689.1,-0.007039166000017118,2,-2205.1720210743447
2023-01-13,0.0,5.6,2.8,5.3,2023-01-13,38058.13795841469,803.9620415853044,38862.1,0.009751666558368184,2,2720.136357991554
2023-01-14,0.0,5.3,0.7,10.7,2023-01-14,81100.98989595943,1195.810104040579,82296.8,0.024086135422333902,2,8174.392135290579
2023-01-15,0.0,5.4,0.0,8.6,2023-01-15,23396.57306522688,330.7269347731203,23727.3,0.0012200198237886212,2,5768.42371211687
2023-01-16,0.0,4.0,0.0,3.7,2023-01-16,15614.7,0.0,15614.7,-0.011617559250074,3,3671.28466796875
2023-01-17,0.0,1.3,7.1,3.9,2023-01-17,17102.1,0.0,17102.1,-0.007421338227197843,3,6254.8515625
2023-01-18,0.0,1.3,0.0,2.7,2023-01-18,28380.2,0.0,28380.2,-0.008979758327150499,3,4951.95751953125
2023-01-19,0.0,1.2,0.3,2.7,2023-01-19,19282.400277259196,129.39972274080435,19411.8,-0.007039166000015967,3,-1006.5299647591957
2023-01-20,0.0,0.6,0.0,2.0,2023-01-20,47083.29097662418,655.8090233758176,47739.1,0.00975166655838465,3,3129.8995995476926
2023-01-21,0.0,2.2,0.0,5.2,2023-01-21,77663.06451674117,1022.6354832588253,78685.7,0.024086135422325516,3,7226.381577008825
2023-01-22,0.0,2.4,0.0,8.2,2023-01-22,22993.24341564983,407.1565843501715,23400.4,0.0012200198237721522,3,2694.5838304439217
2023-01-23,0.0,4.7,0.8,7.4,2023-01-23,13170.698737745113,51.5012622548878,13222.2,-0.011617559250090174,4,383.35203129785657
2023-01-24,0.0,7.4,6.9,6.4,2023-01-24,18683.526561870796,120.3734381292067,18803.9,-0.0074213382272038265,4,-1194.6368157770432
2023-01-25,0.0,7.4,4.1,7.0,2023-01-25,22185.782823096266,81.71717690373488,22267.5,-0.008979758327145513,4,-1178.0046248540775
2023-01-26,0.0,5.5,0.0,8.7,2023-01-26,19068.658728622475,147.9412713775254,19216.6,-0.007039166000006522,4,1499.624743057213
2023-01-27,0.0,3.6,0.0,4.7,2023-01-27,59225.547066808074,538.6529331919211,59764.2,0.009751666558309667,4,2343.848978113796
2023-01-28,0.0,7.1,0.0,7.1,2023-01-28,103840.74518674676,858.2548132532331,104699.0,0.024086135422349497,4,11241.825125753234
2023-01-29,0.0,7.7,3.8000000000000003,12.1,2023-01-29,30990.232132903377,420.66786709662546,31410.9,0.0012200198237556851,4,3613.3175252997503
2023-01-30,0.0,5.5,1.5,16.1,2023-01-30,18943.060051028817,145.5399489711816,19088.6,-0.011617559250082513,5,-6566.302824466318
2023-01-31,0.0,6.0,2.6,13.4,2023-01-31,17624.42769681371,137.97230318629354,17762.4,-0.007421338227196562,5,-541.8601553098002
2023-02-01,0.0,6.7,2.7,11.3,2023-02-01,25069.44195224537,24.75804775462814,25094.2,-0.008979758327129094,10,19623.09007900463
2023-02-02,0.0,4.0,7.6,10.3,2023-02-02,18891.55199987006,22.548000129939,18914.1,-0.0070391659999970765,10,24057.85854700494
2023-02-03,0.0,8.1,4.6,14.0,2023-02-03,86312.38087755644,316.8191224435624,86629.2,0.009751666558323142,10,23050.36404431856
2023-02-04,0.0,4.2,4.1,10.0,2023-02-04,122255.58386883044,591.3161311695526,122846.9,0.024086135422341108,10,34397.01925616955
2023-02-05,0.0,7.9,4.300000000000001,10.9,2023-02-05,33549.35537460739,314.34462539260795,33863.7,0.001220019823730992,10,19678.81532851761
2023-02-06,0.0,7.2,0.0,5.1,2023-02-06,16512.777920251523,126.62207974847792,16639.4,-0.01161755925008677,12,10472.474618810978
2023-02-07,0.0,7.6,1.8,5.7,2023-02-07,14868.471283873345,97.62871612665501,14966.1,-0.00742133822722595,12,10780.025200501655
2023-02-08,0.0,7.1,0.0,13.4,2023-02-08,19967.4,0.0,19967.4,-0.008979758327124103,12,20854.125
2023-02-09,0.0,7.5,2.8,15.1,2023-02-09,22071.9,0.0,22071.9,-0.00703916599998763,12,18805.7890625
2023-02-10,0.0,8.2,12.200000000000001,10.5,2023-02-10,61050.46972412828,655.8302758717239,61706.3,0.009751666558342602,12,31280.312697746725
2023-02-11,0.0,9.5,1.8,9.8,2023-02-11,116937.07178201084,360.7282179891623,117297.8,0.024086135422338527,12,43518.84149923916
2023-02-12,0.0,8.6,0.1,4.5,2023-02-12,30116.86878239645,206.53121760355057,30323.4,0.0012200198238155326,12,7065.72262385355
2023-02-13,0.0,7.9,0.0,3.4,2023-02-13,11275.884535225106,112.21546477489305,11388.1,-0.011617559250091027,14,8418.607066337394
2023-02-14,0.0,6.5,0.0,6.5,2023-02-14,28543.70860972242,108.7913902775804,28652.5,-0.0074213382271921865,14,15685.73474965258
2023-02-15,0.0,8.5,1.1,9.1,2023-02-15,29574.672155444652,58.227844555350565,29632.9,-0.00897975832714303,14,15669.577453930351
2023-02-16,0.0,9.0,0.9,6.3,2023-02-16,21527.92751418995,46.872485810052126,21574.8,-0.007039165999986481,14,15896.847095185052
2023-02-17,0.0,8.4,3.3000000000000003,20.1,2023-02-17,82512.85444314903,117.64555685097564,82630.5,0.009751666558359068,14,32931.75883810098
2023-02-18,0.0,5.5,0.0,8.8,2023-02-18,133229.4618010759,162.03819892410644,133391.5,0.02408613542233595,14,55998.64757392411
2023-02-19,0.0,7.3,13.2,7.6,2023-02-19,31319.08060881443,78.41939118556817,31397.5,0.001220019823790839,14,29893.89595368557
2023-02-20,0.0,8.8,9.1,14.4,2023-02-20,19159.140649964833,36.95935003516408,19196.1,-0.011617559250095284,16,19245.076537535166
2023-02-21,0.0,8.9,0.0,8.9,2023-02-21,18136.979285627694,26.620714372303244,18163.6,-0.00742133822719817,16,18290.183214372304
2023-02-22,0.0,7.0,0.0,7.8,2023-02-22,24871.954559607693,6.845440392306659,24878.8,-0.008979758327138041,16,21281.155987267306
2023-02-23,0.0,6.8,0.0,10.3,2023-02-23,30614.7,0.0,30614.7,-0.0070391660000186556,16,23208.10546875
2023-02-24,0.0,6.4,0.0,13.8,2023-02-24,42956.6,0.0,42956.6,0.009751666558281096,16,44069.9453125
2023-02-25,0.0,4.9,0.0,7.4,2023-02-25,82580.5,0.0,82580.5,0.024086135422327556,16,59866.3359375
2023-02-26,0.0,5.7,0.0,4.5,2023-02-26,27521.7,0.0,27521.7,0.0012200198237825959,16,22191.2421875
2023-02-27,0.0,6.5,0.0,4.6,2023-02-27,12512.0,0.0,12512.0,-0.01161755925008762,18,19272.6484375
2023-02-28,0.0,7.8,0.0,6.7,2023-02-28,29024.1,0.0,29024.1,-0.007421338227214308,18,23335.970703125
2023-03-01,360.0,7.8,0.0,2.8,2023-03-01,-1199.77730723055,30551.57730723055,29351.8,-0.008979758327133054,27,18799.53922129305
2023-03-02,360.0,7.4,0.0,5.6,2023-03-02,-14805.941459756603,35183.6414597566,20377.7,-0.007039166000017506,27,25484.294780069104
2023-03-03,113.4,7.9,0.0,12.2,2023-03-03,42830.12750940696,12342.172490593046,55172.3,0.009751666558297558,27,35021.686162468046
2023-03-04,240.0,3.9,0.0,13.2,2023-03-04,61120.58534875925,26651.214651240756,87771.8,0.02408613542232498,27,63560.370901240756
2023-03-05,380.0,3.4,0.0,7.1,2023-03-05,-7717.444470399627,42884.74447039963,35167.3,0.0012200198237579023,27,34898.48861102463
2023-03-06,180.1,2.2,0.0,4.1,2023-03-06,-12067.225334652856,20461.425334652857,8394.2,-0.011617559250083377,30,23211.35624285598
2023-03-07,360.0,1.6,0.0,4.1,2023-03-07,-21464.97545402757,41407.77545402757,19942.8,-0.007421338227220291,30,21484.02740715257
2023-03-08,113.4,3.4,0.0,8.2,2023-03-08,32874.54747728916,12993.552522710837,45868.1,-0.008979758327151977,30,24135.085725835837
2023-03-09,200.0,2.0,0.0,7.2,2023-03-09,318.6283317205598,23348.17166827944,23666.8,-0.0070391659999997636,30,24546.449866521627
2023-03-10,366.7,0.6,0.0,4.4,2023-03-10,10423.525193530048,43361.874806469954,53785.4,0.009751666558314028,30,34615.107228344954
2023-03-11,186.79999999999998,0.8,0.0,12.2,2023-03-11,63096.51162976014,22088.088370239864,85184.6,0.02408613542234606,30,55780.166495239864
2023-03-12,46.9,2.8,0.0,10.5,2023-03-12,25425.11138001254,5490.188619987462,30915.3,0.0012200198237332083,30,28296.06557311246
2023-03-13,46.800000000000004,6.7,0.0,12.2,2023-03-13,15021.586795875299,5584.413204124701,20606.0,-0.011617559250087634,33,23724.9542197497
2023-03-14,140.0,5.5,0.0,13.1,2023-03-14,5907.232407617648,17071.76759238235,22979.0,-0.007421338227213027,33,28392.82520956985
2023-03-15,346.7,5.1,0.0,8.4,2023-03-15,-18200.941325492637,42996.64132549264,24795.7,-0.008979758327146991,33,25401.287809867637
2023-03-16,40.2,4.9,0.0,15.2,2023-03-16,16599.429921386356,4804.270078613646,21403.7,-0.007039165999998615,33,22985.098203613645
2023-03-17,60.300000000000004,7.5,0.0,12.2,2023-03-17,37296.7057100604,7322.094289939605,44618.8,0.009751666558330496,33,33855.7153836896
2023-03-18,280.2,10.0,0.0,3.9,2023-03-18,45120.517061871586,35506.08293812842,80626.6,0.024086135422343478,33,70846.22356312841
2023-03-19,46.9,9.1,0.0,6.9,2023-03-19,28695.5430324528,5858.856967547202,34554.4,0.0012200198237249666,33,31159.460483172203
2023-03-20,360.0,8.6,0.0,6.2,2023-03-20,-30761.255289252837,46831.555289252836,16070.3,-0.011617559250103809,36,31353.775992377836
2023-03-21,40.2,6.7,0.0,9.8,2023-03-21,15409.414497861258,5115.68550213874,20525.1,-0.007421338227205761,36,23681.71089276374
2023-03-22,360.0,9.7,0.0,9.8,2023-03-22,-22259.42157229197,47586.52157229197,25327.1,-0.00897975832713057,36,33315.12704104197
2023-03-23,40.2,8.4,0.0,9.3,2023-03-23,18323.860857826458,5195.539142173545,23519.4,-0.007039165999997466,36,24695.084064048544
2023-03-24,60.300000000000004,7.3,0.0,6.0,2023-03-24,39411.69731499379,7839.702685006208,47251.4,0.009751666558349952,36,29285.80424750621
2023-03-25,153.6,7.5,0.0,7.7,2023-03-25,58059.3831850679,20511.4168149321,78570.8,0.024086135422337993,36,56863.311346182105
2023-03-26,373.3,5.6,0.0,10.4,2023-03-26,-13650.336811907524,51034.836811907524,37384.5,0.0012200198237002713,36,46316.134175188774
2023-03-27,320.0,6.1,0.0,9.5,2023-03-27,-28421.4353346279,44202.7353346279,15781.3,-0.011617559250087648,39,29176.462873690398
2023-03-28,40.2,5.1,0.0,9.4,2023-03-28,7053.121263058794,5510.578736941206,12563.7,-0.007421338227198494,39,24944.635377566206
2023-03-29,40.2,6.1,0.0,5.4,2023-03-29,24212.745302701187,5556.654697298813,29769.4,-0.008979758327125583,39,26152.400791048814
2023-03-30,26.8,5.7,0.0,6.4,2023-03-30,19109.049771353628,3668.5502286463716,22777.6,-0.007039166000021343,39,20550.26702552137
2023-03-31,253.4,7.5,0.0,5.1,2023-03-31,11997.740142786693,35913.359857213305,47911.1,0.009751666558363428,39,43926.384271275805
2023-04-01,660.0,9.0,0.0,6.2,2023-04-01,-20359.61853771264,94736.21853771264,74376.6,0.02408613542233251,52,98840.92263927514
2023-04-02,46.9,8.0,0.0,3.9,2023-04-02,23085.88715892366,6753.4128410763415,29839.3,0.0012200198237848129,52,22037.53393482634
2023-04-03,306.6,7.7,0.0,4.2,2023-04-03,-11686.16522859603,44937.36522859603,33251.2,-0.0116175592500919,56,27548.324212971027
2023-04-04,360.0,7.6,0.0,5.7,2023-04-04,-3691.36236009204,53130.96236009204,49439.6,-0.007421338227204479,56,28405.89400071704
2023-04-05,360.0,10.0,0.0,8.9,2023-04-05,2276.2384992729712,53522.16150072703,55798.4,-0.008979758327132548,56,29859.29821947703
2023-04-06,186.7,6.5,0.0,7.6,2023-04-06,9914.952272562485,27921.147727437514,37836.1,-0.007039166000020193,56,33494.108664937514
2023-04-07,540.0,11.4,0.0,6.6,2023-04-07,-35640.55269921483,81191.95269921483,45551.4,0.009751666558288448,56,58860.83746483983
2023-04-08,320.1,13.4,0.0,4.1,2023-04-08,36887.69868429014,48266.00131570986,85153.7,0.024086135422327026,56,81649.88412820986
2023-04-09,46.9,10.7,0.0,7.4,2023-04-09,23779.788710053686,7078.111289946315,30857.9,0.0012200198237683462,56,33188.13668057132
2023-04-10,40.2,10.8,0.0,12.8,2023-04-10,24794.530667521485,6186.869332478517,30981.4,-0.01161755925008424,60,30250.611519978516
2023-04-11,40.2,8.3,0.0,10.5,2023-04-11,10425.204829941104,6193.495170058897,16618.7,-0.007421338227183964,60,26476.483451308897
2023-04-12,26.8,9.0,0.0,13.2,2023-04-12,15113.728824953017,4120.071175046982,19233.8,-0.008979758327139518,60,20787.27625317198
2023-04-13,166.7,10.7,0.0,9.5,2023-04-13,5690.755006027852,26090.94499397215,31781.7,-0.007039166000002453,60,30496.06413459715
2023-04-14,426.6,12.9,0.0,10.4,2023-04-14,-11127.587962565056,67283.38796256506,56155.8,0.009751666558304914,60,65245.503929361934
2023-04-15,400.1,10.5,0.0,4.7,2023-04-15,34367.365937186194,63068.93406281381,97436.3,0.024086135422324448,60,100142.72703156382
2023-04-16,126.8,12.0,0.0,4.4,2023-04-16,16665.16809235485,19899.231907645153,36564.4,0.001220019823751878,60,27811.295384207653
2023-04-17,360.0,12.6,0.0,5.1,2023-04-17,-33980.57583837805,57392.07583837805,23411.5,-0.011617559250076579,64,30005.07779150305
2023-04-18,360.0,15.2,0.0,6.4,2023-04-18,-37384.66485127152,57522.864851271515,20138.2,-0.007421338227213349,64,34042.778913771515
2023-04-19,360.0,16.3,0.0,6.8,2023-04-19,-18468.675059503817,57668.275059503816,39199.6,-0.008979758327146488,64,33854.603184503816
2023-04-20,360.0,18.7,0.0,5.4,2023-04-20,-22091.613524073415,57750.513524073416,35658.9,-0.007039166000001302,64,31893.163914698416
2023-04-21,540.0,15.5,0.0,4.8,2023-04-21,-16100.632956467205,86725.1329564672,70624.5,0.00975166655832437,64,59919.861472092205
2023-04-22,253.5,17.4,0.0,6.1,2023-04-22,58341.18142894446,40449.51857105554,98790.7,0.024086135422316055,64,83026.22950855554
2023-04-23,46.9,10.4,0.0,7.7,2023-04-23,23955.713462279695,7293.386537720303,31249.1,0.0012200198238364207,64,34080.214662720304
2023-04-24,133.4,9.0,0.0,11.1,2023-04-24,3561.0690723171756,21511.030927682823,25072.1,-0.011617559250092753,68,25296.773847604698
2023-04-25,280.1,7.6,0.0,16.0,2023-04-25,-23810.610983805207,45428.11098380521,21617.5,-0.007421338227206086,68,37606.86391349271
2023-04-26,246.6,6.7,0.0,11.1,2023-04-26,-6033.147424912808,40091.347424912805,34058.2,-0.008979758327130069,68,31962.043713975305
2023-04-27,353.3,7.4,0.0,12.1,2023-04-27,-15386.920762710011,57614.32076271001,42227.4,-0.0070391659999918576,68,34791.94966896001
2023-04-28,60.300000000000004,7.5,0.0,5.5,2023-04-28,60800.17544498622,9518.624555013786,70318.8,0.00975166655834383,68,31387.128461263786
2023-04-29,333.4,8.0,0.0,11.7,2023-04-29,70791.41578263305,54245.08421736695,125036.5,0.02408613542234004,68,78366.87523299195
2023-04-30,60.2,8.3,0.0,7.3,2023-04-30,77598.23095984588,9639.469040154121,87237.7,0.0012200198238199501,68,29362.226852654123
2023-05-01,260.0,8.1,0.0,13.1,2023-05-01,18764.341796385474,42783.758203614525,61548.1,-0.011617559250085095,90,33268.078516114525
2023-05-02,220.0,8.8,0.0,8.9,2023-05-02,-14700.815199341698,36119.8151993417,21419.0,-0.007421338227212068,90,27447.987074341698
2023-05-03,353.3,9.4,0.0,8.4,2023-05-03,-20983.10767718465,58349.10767718465,37366.0,-0.008979758327137034,90,32579.91236468465
2023-05-04,313.3,11.5,0.0,5.8,2023-05-04,-23728.56882114296,51820.56882114296,28092.0,-0.007039166000024032,90,34365.10983676796
2023-05-05,373.4,13.1,0.0,9.0,2023-05-05,38219.845021992594,61916.25497800741,100136.1,0.009751666558357306,90,61749.624057597255
2023-05-06,593.4,14.5,0.0,7.9,2023-05-06,21865.52638024419,98389.97361975581,120255.5,0.024086135422334558,90,109276.65330725581
2023-05-07,253.5,16.3,0.0,8.1,2023-05-07,27405.65993527553,41499.64006472447,68905.3,0.0012200198237952574,90,41871.99449587682
2023-05-08,40.2,15.9,0.0,12.3,2023-05-08,17490.87175068607,5638.528249313933,23129.4,-0.01161755925008935,95,31026.54582743893
2023-05-09,40.2,13.7,0.0,11.3,2023-05-09,16953.859193736695,5867.740806263306,22821.6,-0.007421338227218052,95,34144.410728138304
2023-05-10,40.2,11.1,0.0,2.3,2023-05-10,20530.07440810743,6251.92559189257,26782.0,-0.00897975832713205,95,29248.07598251757
2023-05-11,40.2,11.0,0.0,4.5,2023-05-11,34113.1002267442,6263.8997732557955,40377.0,-0.007039166000014585,95,30018.194695130795
2023-05-12,380.1,13.4,0.0,5.7,2023-05-12,-1458.2312884261264,63595.23128842613,62137.0,0.009751666558376764,95,55627.47640561363
2023-05-13,420.1,12.1,0.0,7.2,2023-05-13,68986.64365063049,70553.55634936952,139540.2,0.02408613542232907,95,96986.22041186952
2023-05-14,166.7,12.9,0.0,7.9,2023-05-14,30092.65449825248,27460.745501747522,57553.4,0.0012200198237787877,95,39215.54725956002
2023-05-15,53.5,9.2,0.0,8.7,2023-05-15,32710.60558165446,8280.494418345537,40991.1,-0.011617559250085105,100,25239.562777720537
2023-05-16,106.6,11.1,0.0,13.1,2023-05-16,48439.02778718951,17095.57221281049,65534.6,-0.007421338227197537,100,32195.51557218549
2023-05-17,199.89999999999998,8.5,0.0,11.0,2023-05-17,143366.91423898152,32530.38576101846,175897.3,-0.008979758327150972,100,32222.14406179971
2023-05-18,160.1,13.2,0.0,6.7,2023-05-18,56721.70645990773,26917.493540092266,83639.2,-0.007039166000013436,100,32583.803110404766
2023-05-19,320.1,15.0,0.0,7.3,2023-05-19,20469.263845732654,54006.736154267346,74476.0,0.00975166655839323,100,47937.274240204846
2023-05-20,153.4,11.9,0.0,5.3,2023-05-20,65616.38162363323,25221.51837636676,90837.9,0.024086135422350153,100,76797.39728261676
2023-05-21,413.3,17.0,0.0,5.4,2023-05-21,-36144.04535607972,70337.84535607972,34193.8,0.0012200198237540952,100,58403.11391076722
2023-05-22,46.800000000000004,17.6,0.0,6.2,2023-05-22,20296.632792995195,7176.767207004806,27473.4,-0.011617559250089362,105,28068.909785129807
2023-05-23,360.0,11.9,0.0,12.5,2023-05-23,-39903.428094274146,61460.12809427414,21556.7,-0.007421338227203522,105,38828.91520364914
2023-05-24,120.0,12.2,0.0,7.2,2023-05-24,10548.066598528862,19924.533401471137,30472.6,-0.008979758327145985,105,27152.875198346137
2023-05-25,226.6,11.7,0.0,8.6,2023-05-25,-10140.33620549753,38606.83620549753,28466.5,-0.007039166000003991,105,32520.05007268503
2023-05-26,513.3,11.8,0.0,8.4,2023-05-26,-27420.386763483897,88430.1867634839,61009.8,0.009751666558315256,105,73010.0344197339
2023-05-27,107.0,12.1,0.0,9.5,2023-05-27,113920.62234869243,17658.677651307564,131579.3,0.024086135422344668,105,77267.44718255756
2023-05-28,406.6,11.3,0.0,10.1,2023-05-28,8553.810428135417,70269.78957186459,78823.6,0.001220019823745852,105,59718.26906405209
2023-05-29,33.5,11.1,0.0,7.1,2023-05-29,47392.53918166473,5155.060818335268,52547.6,-0.011617559250081698,110,22834.611599585267
2023-05-30,360.0,12.9,0.0,8.4,2023-05-30,-33635.54658812439,62447.34658812438,28811.8,-0.007421338227206409,110,38622.76650999938
2023-05-31,93.5,11.9,0.0,8.9,2023-05-31,12618.326096835017,15560.173903164983,28178.5,-0.008979758327129566,110,29747.171950039985
2023-06-01,360.0,12.9,0.0,11.7,2023-06-01,-10699.714933953786,62699.51493395379,51999.8,-0.007039166000002842,132,38817.20438707879
2023-06-02,533.3,14.5,0.0,6.3,2023-06-02,-18356.929820809324,93392.52982080933,75035.6,0.009751666558331725,132,66196.44974268433
2023-06-03,633.3,12.8,0.0,9.6,2023-06-03,-7614.850996236666,111225.95099623667,103611.1,0.024086135422339183,132,129309.06623061167
